expense_id,trip_id,asset_id,expense_date,expense_category,expense_type,description,amount_usd,country,city,payment_method,vendor_name,receipt_number,reimbursement_status,approved_by
EXP-04021,TRP-2612,AST-110,2024-07-03,Fuel,Operational,Diesel fuel for Kampala-Kigali trip,255.83,Uganda,Kampala,Cash,Kobil Uganda,RCT-57076,Approved,Operations Manager
EXP-04022,TRP-2612,AST-110,2024-07-03,Border Fees,Operational,Uganda-Rwanda border crossing fees,58.13,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-4070,Approved,Operations Manager
EXP-04023,TRP-2613,AST-109,2024-12-29,Fuel,Operational,Diesel fuel for Nakuru-Jinja trip,151.23,Kenya,Nakuru,Company Card,Total Kenya,RCT-82370,Approved,Operations Manager
EXP-04024,TRP-2613,AST-109,2024-12-29,Tolls,Operational,Highway toll charges,24.76,Kenya,Nakuru,Cash,Highway Authority,TOLL-3985,Approved,Finance Manager
EXP-04025,TRP-2613,AST-109,2024-12-29,Border Fees,Operational,Kenya-Uganda border crossing fees,36.25,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-6346,Approved,Operations Manager
EXP-04026,TRP-2614,AST-037,2024-11-13,Fuel,Operational,Diesel fuel for Nakuru-Kisumu trip,153.14,Kenya,Nakuru,Cash,Total Kenya,RCT-78275,Approved,Operations Manager
EXP-04027,TRP-2614,AST-037,2024-11-13,Tolls,Operational,Highway toll charges,8.1,Kenya,Nakuru,Cash,Highway Authority,TOLL-4511,Approved,Finance Manager
EXP-04028,TRP-2615,AST-088,2025-02-15,Fuel,Operational,Diesel fuel for Mekele-Dire Dawa trip,96.29,Ethiopia,Mekele,Cash,Total Ethiopia,RCT-99618,Approved,Finance Manager
EXP-04029,TRP-2616,AST-078,2025-01-08,Fuel,Operational,Diesel fuel for Gulu-Mombasa trip,274.1,Uganda,Gulu,Cash,Kobil Uganda,RCT-20282,Approved,Finance Manager
EXP-04030,TRP-2616,AST-078,2025-01-08,Border Fees,Operational,Uganda-Kenya border crossing fees,31.25,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-6905,Approved,Operations Manager
EXP-04031,TRP-2617,AST-088,2025-01-11,Fuel,Operational,Diesel fuel for Mekele-Ruhengeri trip,291.82,Ethiopia,Mekele,Cash,Total Ethiopia,RCT-70819,Approved,Finance Manager
EXP-04032,TRP-2617,AST-088,2025-01-11,Tolls,Operational,Highway toll charges,20.32,Ethiopia,Mekele,Cash,Highway Authority,TOLL-1285,Approved,Finance Manager
EXP-04033,TRP-2617,AST-088,2025-01-11,Border Fees,Operational,Ethiopia-Rwanda border crossing fees,50.1,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-5199,Approved,Operations Manager
EXP-04034,TRP-2618,AST-080,2024-09-11,Fuel,Operational,Diesel fuel for Kigali-Kigali trip,31.87,Rwanda,Kigali,Cash,Kobil Rwanda,RCT-56329,Approved,Operations Manager
EXP-04035,TRP-2619,AST-072,2024-01-11,Fuel,Operational,Diesel fuel for Nairobi-Eldoret trip,170.05,Kenya,Nairobi,Company Card,Total Kenya,RCT-70674,Approved,Finance Manager
EXP-04036,TRP-2620,AST-058,2024-01-01,Fuel,Operational,Diesel fuel for Cyangugu-Cyangugu trip,17.73,Rwanda,Cyangugu,Cash,Shell Rwanda,RCT-54986,Approved,Operations Manager
EXP-04037,TRP-2620,AST-058,2024-01-01,Tolls,Operational,Highway toll charges,18.72,Rwanda,Cyangugu,Cash,Highway Authority,TOLL-2015,Approved,Finance Manager
EXP-04038,TRP-2621,AST-058,2024-05-12,Fuel,Operational,Diesel fuel for Ruhengeri-Kigali trip,65.97,Rwanda,Ruhengeri,Cash,Puma Energy Rwanda,RCT-87993,Approved,Finance Manager
EXP-04039,TRP-2622,AST-070,2024-12-13,Fuel,Operational,Diesel fuel for Kisumu-Nairobi trip,138.8,Kenya,Kisumu,Cash,Total Kenya,RCT-80200,Approved,Operations Manager
EXP-04040,TRP-2623,AST-098,2025-01-21,Fuel,Operational,Diesel fuel for Nairobi-Addis Ababa trip,312.07,Kenya,Nairobi,Cash,Kobil Kenya,RCT-97483,Approved,Operations Manager
EXP-04041,TRP-2623,AST-098,2025-01-21,Border Fees,Operational,Kenya-Ethiopia border crossing fees,31.63,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-3406,Approved,Operations Manager
EXP-04042,TRP-2624,AST-072,2024-12-30,Fuel,Operational,Diesel fuel for Kisumu-Eldoret trip,57.9,Kenya,Kisumu,Cash,Total Kenya,RCT-89097,Approved,Finance Manager
EXP-04043,TRP-2625,AST-027,2024-02-21,Fuel,Operational,Diesel fuel for Mombasa-Addis Ababa trip,125.95,Kenya,Mombasa,Cash,Kobil Kenya,RCT-92067,Approved,Operations Manager
EXP-04044,TRP-2625,AST-027,2024-02-21,Tolls,Operational,Highway toll charges,19.37,Kenya,Mombasa,Cash,Highway Authority,TOLL-3727,Approved,Finance Manager
EXP-04045,TRP-2625,AST-027,2024-02-21,Border Fees,Operational,Kenya-Ethiopia border crossing fees,32.09,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-9939,Approved,Operations Manager
EXP-04046,TRP-2626,AST-072,2025-02-24,Fuel,Operational,Diesel fuel for Mombasa-Mombasa trip,24.81,Kenya,Mombasa,Cash,Total Kenya,RCT-83511,Approved,Operations Manager
EXP-04047,TRP-2626,AST-072,2025-02-24,Tolls,Operational,Highway toll charges,21.57,Kenya,Mombasa,Cash,Highway Authority,TOLL-5264,Approved,Finance Manager
EXP-04048,TRP-2627,AST-045,2024-08-12,Fuel,Operational,Diesel fuel for Dire Dawa-Gulu trip,227.19,Ethiopia,Dire Dawa,Cash,Kobil Ethiopia,RCT-71988,Approved,Finance Manager
EXP-04049,TRP-2627,AST-045,2024-08-12,Border Fees,Operational,Ethiopia-Uganda border crossing fees,46.08,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-5588,Approved,Operations Manager
EXP-04050,TRP-2628,AST-098,2024-11-29,Fuel,Operational,Diesel fuel for Nakuru-Gisenyi trip,370.7,Kenya,Nakuru,Company Card,Shell Kenya,RCT-48470,Approved,Operations Manager
EXP-04051,TRP-2628,AST-098,2024-11-29,Border Fees,Operational,Kenya-Rwanda border crossing fees,47.63,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-7675,Approved,Operations Manager
EXP-04052,TRP-2629,AST-011,2024-10-11,Fuel,Operational,Diesel fuel for Nairobi-Gulu trip,133.81,Kenya,Nairobi,Cash,Puma Energy Kenya,RCT-53515,Approved,Finance Manager
EXP-04053,TRP-2629,AST-011,2024-10-11,Border Fees,Operational,Kenya-Uganda border crossing fees,43.36,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-4065,Approved,Operations Manager
EXP-04054,TRP-2630,AST-019,2024-05-09,Fuel,Operational,Diesel fuel for Mombasa-Jinja trip,255.96,Kenya,Mombasa,Cash,Puma Energy Kenya,RCT-14277,Approved,Finance Manager
EXP-04055,TRP-2630,AST-019,2024-05-09,Border Fees,Operational,Kenya-Uganda border crossing fees,33.21,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-4751,Approved,Operations Manager
EXP-04056,TRP-2631,AST-089,2024-11-23,Fuel,Operational,Diesel fuel for Kisumu-Kisumu trip,11.04,Kenya,Kisumu,Company Card,Shell Kenya,RCT-41717,Approved,Finance Manager
EXP-04057,TRP-2632,AST-041,2024-09-16,Fuel,Operational,Diesel fuel for Nakuru-Kampala trip,113.25,Kenya,Nakuru,Company Card,Total Kenya,RCT-47018,Approved,Finance Manager
EXP-04058,TRP-2633,AST-109,2025-01-04,Fuel,Operational,Diesel fuel for Nakuru-Nairobi trip,92.8,Kenya,Nakuru,Cash,Kobil Kenya,RCT-22023,Approved,Operations Manager
EXP-04059,TRP-2634,AST-029,2024-05-31,Fuel,Operational,Diesel fuel for Nairobi-Nakuru trip,174.32,Kenya,Nairobi,Cash,Total Kenya,RCT-38292,Approved,Operations Manager
EXP-04060,TRP-2635,AST-044,2024-01-17,Fuel,Operational,Diesel fuel for Mbarara-Cyangugu trip,265.18,Uganda,Mbarara,Company Card,Shell Uganda,RCT-61373,Approved,Operations Manager
EXP-04061,TRP-2635,AST-044,2024-01-17,Border Fees,Operational,Uganda-Rwanda border crossing fees,61.89,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-1674,Approved,Operations Manager
EXP-04062,TRP-2636,AST-072,2024-09-05,Fuel,Operational,Diesel fuel for Nakuru-Nakuru trip,15.39,Kenya,Nakuru,Company Card,Puma Energy Kenya,RCT-28825,Approved,Operations Manager
EXP-04063,TRP-2636,AST-072,2024-09-05,Tolls,Operational,Highway toll charges,18.67,Kenya,Nakuru,Cash,Highway Authority,TOLL-9863,Approved,Finance Manager
EXP-04064,TRP-2637,AST-098,2024-04-27,Fuel,Operational,Diesel fuel for Eldoret-Butare trip,272.01,Kenya,Eldoret,Company Card,Shell Kenya,RCT-79941,Approved,Operations Manager
EXP-04065,TRP-2637,AST-098,2024-04-27,Border Fees,Operational,Kenya-Rwanda border crossing fees,79.1,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-9585,Approved,Operations Manager
EXP-04066,TRP-2638,AST-019,2024-02-06,Fuel,Operational,Diesel fuel for Mombasa-Nairobi trip,115.2,Kenya,Mombasa,Company Card,Puma Energy Kenya,RCT-13794,Approved,Operations Manager
EXP-04067,TRP-2639,AST-055,2024-05-12,Fuel,Operational,Diesel fuel for Gisenyi-Gisenyi trip,32.31,Rwanda,Gisenyi,Company Card,Shell Rwanda,RCT-30949,Approved,Finance Manager
EXP-04068,TRP-2640,AST-006,2024-08-13,Fuel,Operational,Diesel fuel for Kigali-Kigali trip,31.4,Rwanda,Kigali,Cash,Total Rwanda,RCT-65634,Approved,Finance Manager
EXP-04069,TRP-2641,AST-077,2024-09-13,Fuel,Operational,Diesel fuel for Dodoma-Butare trip,326.91,Tanzania,Dodoma,Cash,Puma Energy Tanzania,RCT-11394,Approved,Finance Manager
EXP-04070,TRP-2641,AST-077,2024-09-13,Border Fees,Operational,Tanzania-Rwanda border crossing fees,37.57,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-4178,Approved,Operations Manager
EXP-04071,TRP-2642,AST-086,2024-06-10,Fuel,Operational,Diesel fuel for Gulu-Kisumu trip,214.51,Uganda,Gulu,Company Card,Kobil Uganda,RCT-69043,Approved,Finance Manager
EXP-04072,TRP-2642,AST-086,2024-06-10,Border Fees,Operational,Uganda-Kenya border crossing fees,42.62,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-8974,Approved,Operations Manager
EXP-04073,TRP-2643,AST-094,2024-02-26,Fuel,Operational,Diesel fuel for Mbeya-Butare trip,317.16,Tanzania,Mbeya,Cash,Total Tanzania,RCT-33966,Approved,Operations Manager
EXP-04074,TRP-2643,AST-094,2024-02-26,Border Fees,Operational,Tanzania-Rwanda border crossing fees,71.85,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-5252,Approved,Operations Manager
EXP-04075,TRP-2644,AST-024,2024-08-11,Fuel,Operational,Diesel fuel for Arusha-Addis Ababa trip,153.5,Tanzania,Arusha,Cash,Shell Tanzania,RCT-33963,Approved,Finance Manager
EXP-04076,TRP-2644,AST-024,2024-08-11,Border Fees,Operational,Tanzania-Ethiopia border crossing fees,46.11,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-7289,Approved,Operations Manager
EXP-04077,TRP-2645,AST-014,2024-07-15,Fuel,Operational,Diesel fuel for Gondar-Mekele trip,68.45,Ethiopia,Gondar,Company Card,Shell Ethiopia,RCT-93325,Approved,Finance Manager
EXP-04078,TRP-2645,AST-014,2024-07-15,Tolls,Operational,Highway toll charges,21.25,Ethiopia,Gondar,Cash,Highway Authority,TOLL-4378,Approved,Finance Manager
EXP-04079,TRP-2646,AST-024,2024-08-10,Fuel,Operational,Diesel fuel for Mbeya-Addis Ababa trip,222.11,Tanzania,Mbeya,Company Card,Shell Tanzania,RCT-75650,Approved,Operations Manager
EXP-04080,TRP-2646,AST-024,2024-08-10,Border Fees,Operational,Tanzania-Ethiopia border crossing fees,51.1,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-2990,Approved,Operations Manager
EXP-04081,TRP-2647,AST-017,2024-04-26,Fuel,Operational,Diesel fuel for Mombasa-Nairobi trip,72.43,Kenya,Mombasa,Cash,Shell Kenya,RCT-49903,Approved,Finance Manager
EXP-04082,TRP-2648,AST-080,2024-11-15,Fuel,Operational,Diesel fuel for Butare-Butare trip,25.4,Rwanda,Butare,Company Card,Total Rwanda,RCT-54630,Approved,Operations Manager
EXP-04083,TRP-2649,AST-008,2024-11-18,Fuel,Operational,Diesel fuel for Kampala-Jinja trip,123.72,Uganda,Kampala,Company Card,Total Uganda,RCT-94473,Approved,Finance Manager
EXP-04084,TRP-2650,AST-109,2024-05-10,Fuel,Operational,Diesel fuel for Mombasa-Gisenyi trip,246.21,Kenya,Mombasa,Company Card,Total Kenya,RCT-62113,Approved,Operations Manager
EXP-04085,TRP-2651,AST-018,2024-02-25,Fuel,Operational,Diesel fuel for Mombasa-Kampala trip,138.19,Kenya,Mombasa,Cash,Shell Kenya,RCT-28081,Approved,Operations Manager
EXP-04086,TRP-2651,AST-018,2024-02-25,Border Fees,Operational,Kenya-Uganda border crossing fees,75.65,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-9323,Approved,Operations Manager
EXP-04087,TRP-2652,AST-015,2024-09-18,Fuel,Operational,Diesel fuel for Kampala-Butare trip,113.27,Uganda,Kampala,Company Card,Total Uganda,RCT-83296,Approved,Operations Manager
EXP-04088,TRP-2652,AST-015,2024-09-18,Border Fees,Operational,Uganda-Rwanda border crossing fees,34.46,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-7463,Approved,Operations Manager
EXP-04089,TRP-2653,AST-004,2024-02-02,Fuel,Operational,Diesel fuel for Mbeya-Mbeya trip,19.05,Tanzania,Mbeya,Cash,Kobil Tanzania,RCT-34933,Approved,Operations Manager
EXP-04090,TRP-2654,AST-079,2025-02-17,Fuel,Operational,Diesel fuel for Mbeya-Arusha trip,169.03,Tanzania,Mbeya,Company Card,Total Tanzania,RCT-24864,Approved,Operations Manager
EXP-04091,TRP-2655,AST-001,2024-03-22,Fuel,Operational,Diesel fuel for Mbarara-Gulu trip,68.62,Uganda,Mbarara,Company Card,Shell Uganda,RCT-46606,Approved,Operations Manager
EXP-04092,TRP-2656,AST-084,2024-10-10,Fuel,Operational,Diesel fuel for Dar es Salaam-Dodoma trip,117.82,Tanzania,Dar es Salaam,Company Card,Total Tanzania,RCT-84980,Approved,Finance Manager
EXP-04093,TRP-2657,AST-028,2024-06-23,Fuel,Operational,Diesel fuel for Nakuru-Mombasa trip,147.64,Kenya,Nakuru,Company Card,Puma Energy Kenya,RCT-96227,Approved,Finance Manager
EXP-04094,TRP-2657,AST-028,2024-06-23,Tolls,Operational,Highway toll charges,9.25,Kenya,Nakuru,Cash,Highway Authority,TOLL-8038,Approved,Finance Manager
EXP-04095,TRP-2658,AST-051,2024-06-05,Fuel,Operational,Diesel fuel for Eldoret-Eldoret trip,12.67,Kenya,Eldoret,Company Card,Puma Energy Kenya,RCT-30809,Approved,Finance Manager
EXP-04096,TRP-2659,AST-107,2024-10-28,Fuel,Operational,Diesel fuel for Kisumu-Kisumu trip,28.38,Kenya,Kisumu,Company Card,Shell Kenya,RCT-20346,Approved,Operations Manager
EXP-04097,TRP-2660,AST-078,2024-12-31,Fuel,Operational,Diesel fuel for Kampala-Gulu trip,163.47,Uganda,Kampala,Cash,Shell Uganda,RCT-48064,Approved,Operations Manager
EXP-04098,TRP-2661,AST-045,2024-12-03,Fuel,Operational,Diesel fuel for Dire Dawa-Addis Ababa trip,140.03,Ethiopia,Dire Dawa,Cash,Kobil Ethiopia,RCT-12191,Approved,Finance Manager
EXP-04099,TRP-2662,AST-107,2025-02-08,Fuel,Operational,Diesel fuel for Mombasa-Kisumu trip,140.44,Kenya,Mombasa,Cash,Total Kenya,RCT-37898,Approved,Operations Manager
EXP-04100,TRP-2663,AST-028,2024-03-04,Fuel,Operational,Diesel fuel for Eldoret-Gulu trip,355.95,Kenya,Eldoret,Company Card,Puma Energy Kenya,RCT-57534,Approved,Operations Manager
EXP-04101,TRP-2663,AST-028,2024-03-04,Tolls,Operational,Highway toll charges,9.81,Kenya,Eldoret,Cash,Highway Authority,TOLL-8100,Approved,Finance Manager
EXP-04102,TRP-2663,AST-028,2024-03-04,Border Fees,Operational,Kenya-Uganda border crossing fees,67.16,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-5649,Approved,Operations Manager
EXP-04103,TRP-2664,AST-027,2024-12-22,Fuel,Operational,Diesel fuel for Nakuru-Eldoret trip,66.4,Kenya,Nakuru,Company Card,Puma Energy Kenya,RCT-62926,Approved,Operations Manager
EXP-04104,TRP-2665,AST-100,2024-12-18,Fuel,Operational,Diesel fuel for Arusha-Mombasa trip,174.82,Tanzania,Arusha,Cash,Kobil Tanzania,RCT-69549,Approved,Operations Manager
EXP-04105,TRP-2665,AST-100,2024-12-18,Border Fees,Operational,Tanzania-Kenya border crossing fees,75.27,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-1827,Approved,Operations Manager
EXP-04106,TRP-2666,AST-087,2025-02-12,Fuel,Operational,Diesel fuel for Mbeya-Gisenyi trip,129.76,Tanzania,Mbeya,Cash,Shell Tanzania,RCT-19435,Approved,Operations Manager
EXP-04107,TRP-2666,AST-087,2025-02-12,Border Fees,Operational,Tanzania-Rwanda border crossing fees,70.75,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-1454,Approved,Operations Manager
EXP-04108,TRP-2667,AST-087,2025-02-23,Fuel,Operational,Diesel fuel for Dodoma-Mwanza trip,85.32,Tanzania,Dodoma,Company Card,Puma Energy Tanzania,RCT-43696,Approved,Finance Manager
EXP-04109,TRP-2667,AST-087,2025-02-23,Tolls,Operational,Highway toll charges,19.77,Tanzania,Dodoma,Cash,Highway Authority,TOLL-9072,Approved,Finance Manager
EXP-04110,TRP-2668,AST-017,2024-08-19,Fuel,Operational,Diesel fuel for Nairobi-Kisumu trip,111.14,Kenya,Nairobi,Company Card,Shell Kenya,RCT-64539,Approved,Finance Manager
EXP-04111,TRP-2669,AST-014,2024-06-13,Fuel,Operational,Diesel fuel for Bahir Dar-Addis Ababa trip,181.87,Ethiopia,Bahir Dar,Company Card,Shell Ethiopia,RCT-59244,Approved,Operations Manager
EXP-04112,TRP-2670,AST-046,2024-08-14,Fuel,Operational,Diesel fuel for Eldoret-Mombasa trip,166.05,Kenya,Eldoret,Company Card,Puma Energy Kenya,RCT-83892,Approved,Finance Manager
EXP-04113,TRP-2670,AST-046,2024-08-14,Tolls,Operational,Highway toll charges,7.03,Kenya,Eldoret,Cash,Highway Authority,TOLL-9770,Approved,Finance Manager
EXP-04114,TRP-2671,AST-012,2024-12-03,Fuel,Operational,Diesel fuel for Mwanza-Mbarara trip,126.45,Tanzania,Mwanza,Cash,Kobil Tanzania,RCT-53577,Approved,Finance Manager
EXP-04115,TRP-2671,AST-012,2024-12-03,Border Fees,Operational,Tanzania-Uganda border crossing fees,33.3,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-5293,Approved,Operations Manager
EXP-04116,TRP-2672,AST-067,2024-09-03,Fuel,Operational,Diesel fuel for Gisenyi-Butare trip,113.62,Rwanda,Gisenyi,Cash,Shell Rwanda,RCT-72085,Approved,Operations Manager
EXP-04117,TRP-2672,AST-067,2024-09-03,Tolls,Operational,Highway toll charges,21.59,Rwanda,Gisenyi,Cash,Highway Authority,TOLL-1020,Approved,Finance Manager
EXP-04118,TRP-2673,AST-038,2024-05-26,Fuel,Operational,Diesel fuel for Mombasa-Eldoret trip,69.49,Kenya,Mombasa,Company Card,Shell Kenya,RCT-23438,Approved,Finance Manager
EXP-04119,TRP-2674,AST-108,2024-04-01,Fuel,Operational,Diesel fuel for Mbarara-Jinja trip,82.33,Uganda,Mbarara,Company Card,Total Uganda,RCT-25072,Approved,Operations Manager
EXP-04120,TRP-2674,AST-108,2024-04-01,Tolls,Operational,Highway toll charges,5.06,Uganda,Mbarara,Cash,Highway Authority,TOLL-2865,Approved,Finance Manager
EXP-04121,TRP-2675,AST-006,2025-02-26,Fuel,Operational,Diesel fuel for Cyangugu-Kigali trip,109.41,Rwanda,Cyangugu,Cash,Kobil Rwanda,RCT-65541,Approved,Operations Manager
EXP-04122,TRP-2675,AST-006,2025-02-26,Tolls,Operational,Highway toll charges,12.58,Rwanda,Cyangugu,Cash,Highway Authority,TOLL-9657,Approved,Finance Manager
EXP-04123,TRP-2676,AST-019,2024-09-30,Fuel,Operational,Diesel fuel for Eldoret-Eldoret trip,19.9,Kenya,Eldoret,Cash,Puma Energy Kenya,RCT-77342,Approved,Operations Manager
EXP-04124,TRP-2676,AST-019,2024-09-30,Tolls,Operational,Highway toll charges,24.7,Kenya,Eldoret,Cash,Highway Authority,TOLL-8859,Approved,Finance Manager
EXP-04125,TRP-2677,AST-003,2025-02-14,Fuel,Operational,Diesel fuel for Eldoret-Nairobi trip,197.55,Kenya,Eldoret,Cash,Kobil Kenya,RCT-33790,Approved,Operations Manager
EXP-04126,TRP-2677,AST-003,2025-02-14,Tolls,Operational,Highway toll charges,5.63,Kenya,Eldoret,Cash,Highway Authority,TOLL-7970,Approved,Finance Manager
EXP-04127,TRP-2678,AST-011,2024-03-04,Fuel,Operational,Diesel fuel for Mombasa-Mombasa trip,18.42,Kenya,Mombasa,Company Card,Puma Energy Kenya,RCT-68134,Approved,Operations Manager
EXP-04128,TRP-2679,AST-040,2025-01-01,Fuel,Operational,Diesel fuel for Eldoret-Butare trip,137.42,Kenya,Eldoret,Cash,Total Kenya,RCT-78930,Approved,Operations Manager
EXP-04129,TRP-2680,AST-109,2024-02-17,Fuel,Operational,Diesel fuel for Nakuru-Kisumu trip,65.51,Kenya,Nakuru,Cash,Kobil Kenya,RCT-87327,Approved,Finance Manager
EXP-04130,TRP-2681,AST-033,2024-05-03,Fuel,Operational,Diesel fuel for Mbarara-Nairobi trip,305.3,Uganda,Mbarara,Cash,Kobil Uganda,RCT-51847,Approved,Operations Manager
EXP-04131,TRP-2681,AST-033,2024-05-03,Border Fees,Operational,Uganda-Kenya border crossing fees,59.64,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-8778,Approved,Operations Manager
EXP-04132,TRP-2682,AST-082,2024-10-13,Fuel,Operational,Diesel fuel for Nairobi-Kisumu trip,157.79,Kenya,Nairobi,Cash,Kobil Kenya,RCT-75737,Approved,Operations Manager
EXP-04133,TRP-2683,AST-048,2024-08-21,Fuel,Operational,Diesel fuel for Mombasa-Kisumu trip,153.38,Kenya,Mombasa,Company Card,Kobil Kenya,RCT-41779,Approved,Operations Manager
EXP-04134,TRP-2683,AST-048,2024-08-21,Tolls,Operational,Highway toll charges,17.62,Kenya,Mombasa,Cash,Highway Authority,TOLL-3585,Approved,Finance Manager
EXP-04135,TRP-2684,AST-082,2024-04-26,Fuel,Operational,Diesel fuel for Eldoret-Kisumu trip,172.0,Kenya,Eldoret,Company Card,Total Kenya,RCT-85350,Approved,Finance Manager
EXP-04136,TRP-2684,AST-082,2024-04-26,Tolls,Operational,Highway toll charges,6.56,Kenya,Eldoret,Cash,Highway Authority,TOLL-8109,Approved,Finance Manager
EXP-04137,TRP-2685,AST-066,2025-02-27,Fuel,Operational,Diesel fuel for Dar es Salaam-Entebbe trip,166.99,Tanzania,Dar es Salaam,Company Card,Total Tanzania,RCT-54227,Approved,Operations Manager
EXP-04138,TRP-2685,AST-066,2025-02-27,Border Fees,Operational,Tanzania-Uganda border crossing fees,65.88,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-7094,Approved,Operations Manager
EXP-04139,TRP-2686,AST-048,2025-01-18,Fuel,Operational,Diesel fuel for Kisumu-Cyangugu trip,159.66,Kenya,Kisumu,Cash,Kobil Kenya,RCT-96615,Approved,Finance Manager
EXP-04140,TRP-2686,AST-048,2025-01-18,Border Fees,Operational,Kenya-Rwanda border crossing fees,30.62,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-8995,Approved,Operations Manager
EXP-04141,TRP-2687,AST-043,2024-09-04,Fuel,Operational,Diesel fuel for Mwanza-Mbeya trip,94.35,Tanzania,Mwanza,Cash,Puma Energy Tanzania,RCT-60838,Approved,Operations Manager
EXP-04142,TRP-2688,AST-014,2024-03-01,Fuel,Operational,Diesel fuel for Dire Dawa-Eldoret trip,208.97,Ethiopia,Dire Dawa,Cash,Shell Ethiopia,RCT-17190,Approved,Operations Manager
EXP-04143,TRP-2688,AST-014,2024-03-01,Border Fees,Operational,Ethiopia-Kenya border crossing fees,60.02,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-5629,Approved,Operations Manager
EXP-04144,TRP-2689,AST-116,2025-02-21,Fuel,Operational,Diesel fuel for Entebbe-Kigali trip,277.75,Uganda,Entebbe,Company Card,Kobil Uganda,RCT-62237,Approved,Finance Manager
EXP-04145,TRP-2689,AST-116,2025-02-21,Tolls,Operational,Highway toll charges,22.21,Uganda,Entebbe,Cash,Highway Authority,TOLL-5544,Approved,Finance Manager
EXP-04146,TRP-2690,AST-119,2024-10-19,Fuel,Operational,Diesel fuel for Bahir Dar-Mekele trip,168.22,Ethiopia,Bahir Dar,Cash,Kobil Ethiopia,RCT-53246,Approved,Operations Manager
EXP-04147,TRP-2690,AST-119,2024-10-19,Tolls,Operational,Highway toll charges,9.08,Ethiopia,Bahir Dar,Cash,Highway Authority,TOLL-5097,Approved,Finance Manager
EXP-04148,TRP-2691,AST-061,2024-05-22,Fuel,Operational,Diesel fuel for Gisenyi-Gisenyi trip,24.88,Rwanda,Gisenyi,Cash,Total Rwanda,RCT-40107,Approved,Finance Manager
EXP-04149,TRP-2692,AST-029,2024-03-25,Fuel,Operational,Diesel fuel for Eldoret-Kisumu trip,147.95,Kenya,Eldoret,Cash,Puma Energy Kenya,RCT-29789,Approved,Finance Manager
EXP-04150,TRP-2692,AST-029,2024-03-25,Tolls,Operational,Highway toll charges,13.19,Kenya,Eldoret,Cash,Highway Authority,TOLL-8551,Approved,Finance Manager
EXP-04151,TRP-2693,AST-038,2025-02-20,Fuel,Operational,Diesel fuel for Eldoret-Dar es Salaam trip,257.22,Kenya,Eldoret,Cash,Puma Energy Kenya,RCT-59369,Approved,Finance Manager
EXP-04152,TRP-2694,AST-049,2024-03-15,Fuel,Operational,Diesel fuel for Eldoret-Mombasa trip,92.19,Kenya,Eldoret,Company Card,Puma Energy Kenya,RCT-46267,Approved,Operations Manager
EXP-04153,TRP-2695,AST-049,2024-06-23,Fuel,Operational,Diesel fuel for Nakuru-Nairobi trip,114.17,Kenya,Nakuru,Company Card,Shell Kenya,RCT-70433,Approved,Operations Manager
EXP-04154,TRP-2695,AST-049,2024-06-23,Tolls,Operational,Highway toll charges,24.04,Kenya,Nakuru,Cash,Highway Authority,TOLL-2819,Approved,Finance Manager
EXP-04155,TRP-2696,AST-076,2024-09-14,Fuel,Operational,Diesel fuel for Nakuru-Eldoret trip,158.69,Kenya,Nakuru,Company Card,Puma Energy Kenya,RCT-58115,Approved,Operations Manager
EXP-04156,TRP-2696,AST-076,2024-09-14,Tolls,Operational,Highway toll charges,22.84,Kenya,Nakuru,Cash,Highway Authority,TOLL-6740,Approved,Finance Manager
EXP-04157,TRP-2697,AST-028,2024-08-05,Fuel,Operational,Diesel fuel for Nairobi-Kisumu trip,148.75,Kenya,Nairobi,Cash,Shell Kenya,RCT-94604,Approved,Operations Manager
