incident_id,trip_id,asset_id,driver_id,incident_date,incident_time,incident_country,incident_location,incident_type,severity,description,injuries,damage_cost_usd,downtime_hours,insurance_claim,claim_amount_usd,resolution_status,resolution_date,preventable
INC-0366,TRP-1413,AST-066,DRV-021,2025-02-13,07:56:54,Tanzania,Mwanza - Jinja Route,Traffic Accident,Medium,Traffic Accident occurred during transit,0,703.89,10.9,Yes,655.85,Resolved,2025-02-19,No
INC-0367,TRP-1541,AST-045,DRV-099,2024-12-22,05:40:09,Ethiopia,Gondar - Bahir Dar Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,469.18,2.5,Yes,413.23,Resolved,2025-01-03,No
INC-0368,TRP-2225,AST-097,DRV-130,2024-11-10,17:19:19,Kenya,Eldoret - Nairobi Route,Traffic Accident,Medium,Traffic Accident occurred during transit,0,565.95,16.8,Yes,481.06,Resolved,2024-11-16,No
INC-0369,TRP-2096,AST-048,DRV-034,2024-12-25,18:30:29,Kenya,Eldoret - Nairobi Route,Cargo Damage,Medium,Cargo Damage occurred during transit,0,1651.31,0.0,Yes,1482.81,Resolved,2025-01-03,Yes
INC-0370,TRP-2351,AST-033,DRV-015,2025-01-22,14:34:45,Uganda,Jinja - Mbarara Route,Cargo Damage,Medium,Cargo Damage occurred during transit,0,1440.46,0.0,Yes,1254.93,Resolved,2025-02-01,Yes
INC-0371,TRP-0964,AST-049,DRV-103,2024-06-15,15:57:55,Tanzania,Nairobi - Dar es Salaam Route,Traffic Accident,Medium,Traffic Accident occurred during transit,0,981.92,7.2,Yes,882.54,Resolved,2024-06-27,No
INC-0372,TRP-0589,AST-048,DRV-034,2024-02-23,04:19:56,Kenya,Mombasa - Mombasa Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,4.6,No,0,Resolved,2024-02-24,No
INC-0373,TRP-2677,AST-003,DRV-105,2025-02-15,07:24:53,Kenya,Eldoret - Nairobi Route,Cargo Damage,Medium,Cargo Damage occurred during transit,0,1712.78,0.0,Yes,1626.96,Resolved,2025-02-16,Yes
INC-0374,TRP-2149,AST-028,DRV-092,2024-07-05,01:12:59,Kenya,Kisumu - Nakuru Route,Tire Blowout,Medium,Tire Blowout occurred during transit,1,430.56,1.6,Yes,395.51,Resolved,2024-07-09,No
INC-0375,TRP-0268,AST-027,DRV-004,2024-08-31,23:10:49,Kenya,Mombasa - Mbeya Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,173.69,2.6,No,0,Resolved,2024-09-05,No
INC-0376,TRP-2611,AST-094,DRV-138,2024-12-22,08:56:51,Tanzania,Mwanza - Mbeya Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,764.51,8.9,Yes,672.45,Resolved,2024-12-24,Yes
INC-0377,TRP-1966,AST-107,DRV-004,2024-06-28,06:52:38,Kenya,Nairobi - Bahir Dar Route,Theft Attempt,High,Theft Attempt occurred during transit,2,1283.76,1.2,Yes,1184.28,Pending,2024-06-29,No
INC-0378,TRP-0357,AST-024,DRV-032,2024-07-06,09:42:09,Tanzania,Dodoma - Arusha Route,Theft Attempt,High,Theft Attempt occurred during transit,0,1110.19,2.0,Yes,1001.62,Resolved,2024-07-17,No
INC-0379,TRP-0145,AST-022,DRV-140,2024-12-04,05:28:45,Rwanda,Ruhengeri - Ruhengeri Route,Traffic Accident,Medium,Traffic Accident occurred during transit,0,817.29,11.5,Yes,749.28,Resolved,2024-12-05,No
INC-0380,TRP-2248,AST-086,DRV-122,2025-02-07,07:05:53,Uganda,Mbarara - Dar es Salaam Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,1090.36,6.5,Yes,961.0,Resolved,2025-02-21,No
INC-0381,TRP-0766,AST-014,DRV-099,2024-05-23,03:43:42,Uganda,Gondar - Mbarara Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,1175.56,4.9,Yes,1091.99,Resolved,2024-06-04,No
INC-0382,TRP-0586,AST-051,DRV-098,2024-03-26,21:45:15,Kenya,Eldoret - Nairobi Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,693.95,11.0,Yes,656.28,Resolved,2024-04-04,Yes
INC-0383,TRP-2235,AST-010,DRV-030,2024-01-21,02:49:13,Tanzania,Mwanza - Mbeya Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,500.88,1.4,Yes,443.02,Resolved,2024-01-26,No
INC-0384,TRP-0491,AST-107,DRV-004,2024-04-25,14:33:10,Kenya,Mombasa - Nakuru Route,Cargo Damage,Medium,Cargo Damage occurred during transit,0,1532.27,0.0,Yes,1387.37,Resolved,2024-04-30,No
INC-0385,TRP-2317,AST-060,DRV-140,2025-02-20,20:39:21,Kenya,Butare - Mombasa Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,449.68,17.0,Yes,417.29,Resolved,2025-02-27,No
INC-0386,TRP-1098,AST-017,DRV-089,2024-08-29,03:57:12,Kenya,Mombasa - Gisenyi Route,Traffic Accident,High,Traffic Accident occurred during transit,0,1692.91,10.7,Yes,1579.0,Resolved,2024-09-02,No
INC-0387,TRP-0230,AST-066,DRV-021,2024-02-21,17:29:59,Tanzania,Dar es Salaam - Arusha Route,Cargo Damage,Low,Cargo Damage occurred during transit,0,885.11,0.0,Yes,784.43,Resolved,2024-02-27,No
INC-0388,TRP-2661,AST-045,DRV-099,2024-12-03,21:18:32,Ethiopia,Dire Dawa - Addis Ababa Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.0,No,0,Resolved,2024-12-04,Yes
INC-0389,TRP-0832,AST-015,DRV-116,2024-08-30,00:28:26,Uganda,Jinja - Jinja Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,212.23,1.6,No,0,Resolved,2024-09-09,Yes
INC-0390,TRP-1053,AST-071,DRV-125,2024-04-29,11:06:50,Rwanda,Kigali - Eldoret Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,4.4,No,0,Resolved,2024-05-10,No
INC-0391,TRP-2330,AST-040,DRV-070,2024-08-16,19:24:37,Kenya,Nakuru - Dar es Salaam Route,Theft Attempt,High,Theft Attempt occurred during transit,0,805.6,2.8,Yes,700.03,Resolved,2024-08-22,No
INC-0392,TRP-1967,AST-090,DRV-027,2025-01-31,01:34:40,Rwanda,Gisenyi - Mwanza Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,5.6,No,0,Resolved,2025-02-11,No
INC-0393,TRP-1874,AST-041,DRV-044,2024-05-21,10:34:38,Kenya,Kisumu - Nairobi Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,157.86,3.0,No,0,Resolved,2024-05-22,Yes
INC-0394,TRP-1470,AST-007,DRV-053,2024-10-05,09:59:34,Tanzania,Mwanza - Jinja Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,987.52,5.3,Yes,863.08,Resolved,2024-10-09,Yes
INC-0395,TRP-2589,AST-018,DRV-029,2024-08-11,19:59:28,Tanzania,Mombasa - Arusha Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,4.5,No,0,Resolved,2024-08-14,Yes
INC-0396,TRP-2890,AST-026,DRV-040,2024-01-18,12:30:24,Tanzania,Mwanza - Dodoma Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,912.3,8.8,Yes,812.92,Resolved,2024-01-26,No
INC-0397,TRP-1016,AST-014,DRV-099,2024-05-30,20:18:17,Kenya,Addis Ababa - Nakuru Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,3.4,No,0,Resolved,2024-06-01,Yes
INC-0398,TRP-0865,AST-082,DRV-047,2024-12-31,21:50:00,Kenya,Nairobi - Mombasa Route,Cargo Damage,Low,Cargo Damage occurred during transit,0,659.51,0.0,Yes,582.74,Resolved,2025-01-05,Yes
INC-0399,TRP-1573,AST-119,DRV-022,2024-02-28,03:52:28,Ethiopia,Gondar - Mekele Route,Theft Attempt,High,Theft Attempt occurred during transit,0,974.6,1.1,Yes,870.51,Resolved,2024-03-09,No
INC-0400,TRP-1814,AST-072,DRV-039,2025-01-13,13:11:18,Rwanda,Nakuru - Cyangugu Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,292.42,8.4,No,0,Resolved,2025-01-20,No
INC-0401,TRP-2223,AST-095,DRV-005,2024-10-17,17:09:49,Rwanda,Ruhengeri - Ruhengeri Route,Cargo Damage,Medium,Cargo Damage occurred during transit,0,1148.98,0.0,Yes,1058.26,Resolved,2024-10-23,Yes
INC-0402,TRP-0949,AST-070,DRV-047,2024-04-29,06:57:50,Kenya,Mombasa - Kampala Route,Driver Illness,Medium,Driver Illness occurred during transit,0,152.04,17.6,No,0,Resolved,2024-05-11,No
INC-0403,TRP-1463,AST-089,DRV-007,2024-11-15,02:08:02,Uganda,Mombasa - Entebbe Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,4.2,No,0,Resolved,2024-11-26,No
INC-0404,TRP-2106,AST-037,DRV-101,2024-03-13,22:27:22,Kenya,Nakuru - Kisumu Route,Driver Illness,Low,Driver Illness occurred during transit,0,100.86,28.2,No,0,Resolved,2024-03-15,Yes
INC-0405,TRP-2257,AST-041,DRV-044,2024-10-17,02:06:48,Kenya,Mombasa - Nairobi Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,256.45,4.1,No,0,Resolved,2024-10-25,No
INC-0406,TRP-1156,AST-076,DRV-041,2024-09-02,03:03:17,Kenya,Eldoret - Nairobi Route,Cargo Damage,Medium,Cargo Damage occurred during transit,0,1157.17,0.0,Yes,1045.18,Resolved,2024-09-08,Yes
INC-0407,TRP-1398,AST-014,DRV-099,2024-04-18,23:52:30,Ethiopia,Mekele - Mekele Route,Traffic Accident,Medium,Traffic Accident occurred during transit,1,816.43,10.9,Yes,701.84,Resolved,2024-05-02,No
INC-0408,TRP-1122,AST-028,DRV-092,2024-05-16,16:27:11,Rwanda,Kisumu - Butare Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,419.42,2.9,Yes,357.94,Pending,2024-05-19,No
INC-0409,TRP-2381,AST-017,DRV-089,2024-07-15,14:55:22,Kenya,Eldoret - Nairobi Route,Theft Attempt,High,Theft Attempt occurred during transit,2,925.08,1.3,Yes,790.32,Resolved,2024-07-23,No
INC-0410,TRP-0133,AST-060,DRV-140,2024-11-15,20:31:00,Rwanda,Butare - Kigali Route,Mechanical Failure,High,Mechanical Failure occurred during transit,1,2886.37,9.9,Yes,2610.24,Resolved,2024-11-27,Yes
INC-0411,TRP-2229,AST-045,DRV-099,2024-10-09,14:18:04,Ethiopia,Gondar - Bahir Dar Route,Traffic Accident,High,Traffic Accident occurred during transit,0,1871.93,12.8,Yes,1603.51,Resolved,2024-10-19,No
INC-0412,TRP-1680,AST-068,DRV-118,2024-08-18,03:45:47,Uganda,Kampala - Mbarara Route,Cargo Damage,Medium,Cargo Damage occurred during transit,0,1119.74,0.0,Yes,1049.57,Resolved,2024-08-21,No
INC-0413,TRP-2000,AST-088,DRV-049,2024-08-20,16:05:51,Ethiopia,Dire Dawa - Gondar Route,Driver Illness,Low,Driver Illness occurred during transit,0,124.33,14.7,No,0,Resolved,2024-09-02,Yes
INC-0414,TRP-2151,AST-089,DRV-007,2024-02-11,00:05:19,Kenya,Nakuru - Nairobi Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,482.02,1.2,Yes,429.7,Resolved,2024-02-17,No
INC-0415,TRP-0387,AST-021,DRV-077,2024-09-12,14:35:31,Rwanda,Ruhengeri - Kigali Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,4.4,No,0,Resolved,2024-09-17,Yes
INC-0416,TRP-2857,AST-003,DRV-105,2025-02-23,11:21:49,Kenya,Kisumu - Mombasa Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,2169.91,10.1,Yes,1982.23,Resolved,2025-03-07,No
INC-0417,TRP-2063,AST-109,DRV-047,2024-10-30,21:12:34,Kenya,Nairobi - Gondar Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,375.47,2.5,Yes,348.29,Pending,2024-11-12,No
INC-0418,TRP-0577,AST-107,DRV-004,2024-02-04,19:00:51,Kenya,Nakuru - Eldoret Route,Theft Attempt,High,Theft Attempt occurred during transit,0,848.32,2.7,Yes,733.4,Resolved,2024-02-13,No
INC-0419,TRP-0952,AST-089,DRV-007,2025-02-09,19:51:15,Kenya,Mombasa - Eldoret Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,513.98,4.6,Yes,478.58,Resolved,2025-02-19,Yes
INC-0420,TRP-2867,AST-100,DRV-054,2025-02-22,11:55:20,Tanzania,Arusha - Dar es Salaam Route,Traffic Accident,High,Traffic Accident occurred during transit,0,1614.51,8.0,Yes,1419.41,Resolved,2025-02-26,No
INC-0421,TRP-0406,AST-034,DRV-099,2024-09-10,05:49:43,Ethiopia,Bahir Dar - Mekele Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,446.19,16.3,Yes,411.9,Resolved,2024-09-19,No
INC-0422,TRP-2508,AST-044,DRV-001,2025-02-11,11:18:39,Uganda,Mbarara - Mekele Route,Cargo Damage,Medium,Cargo Damage occurred during transit,1,1089.44,0.0,Yes,956.79,Resolved,2025-02-15,Yes
INC-0423,TRP-1669,AST-048,DRV-034,2024-11-12,23:48:59,Kenya,Kisumu - Nairobi Route,Cargo Damage,Medium,Cargo Damage occurred during transit,0,1223.06,0.0,Yes,1126.22,Pending,2024-11-15,Yes
INC-0424,TRP-2047,AST-090,DRV-027,2024-02-03,00:53:43,Rwanda,Kigali - Gisenyi Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.1,No,0,Resolved,2024-02-15,No
INC-0425,TRP-2938,AST-118,DRV-147,2024-06-28,14:45:27,Uganda,Mbarara - Nairobi Route,Driver Illness,Medium,Driver Illness occurred during transit,2,159.28,34.4,No,0,Resolved,2024-07-08,No
INC-0426,TRP-1152,AST-041,DRV-044,2024-12-07,16:53:44,Kenya,Nakuru - Kisumu Route,Driver Illness,Low,Driver Illness occurred during transit,0,100.78,13.5,No,0,Resolved,2024-12-12,Yes
INC-0427,TRP-1852,AST-060,DRV-140,2025-01-20,02:35:58,Rwanda,Butare - Ruhengeri Route,Theft Attempt,High,Theft Attempt occurred during transit,1,872.64,2.3,Yes,768.07,Resolved,2025-01-22,No
INC-0428,TRP-1292,AST-094,DRV-138,2024-08-02,07:06:49,Tanzania,Arusha - Mbeya Route,Cargo Damage,Medium,Cargo Damage occurred during transit,0,1550.06,0.0,Yes,1467.93,Resolved,2024-08-04,No
INC-0429,TRP-2135,AST-055,DRV-077,2024-09-09,14:25:09,Rwanda,Butare - Dodoma Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,351.22,13.1,Yes,326.62,Resolved,2024-09-11,No
INC-0430,TRP-1022,AST-014,DRV-099,2024-06-04,13:43:28,Ethiopia,Addis Ababa - Bahir Dar Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,5.2,No,0,Resolved,2024-06-06,No
INC-0431,TRP-0998,AST-100,DRV-054,2024-02-03,16:07:23,Rwanda,Mwanza - Ruhengeri Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,5.7,No,0,Resolved,2024-02-11,Yes
INC-0432,TRP-1459,AST-048,DRV-034,2024-03-23,23:20:10,Kenya,Nairobi - Eldoret Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,3.4,No,0,Resolved,2024-04-05,Yes
INC-0433,TRP-1548,AST-014,DRV-099,2024-03-20,11:23:27,Ethiopia,Dire Dawa - Bahir Dar Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,152.64,2.2,No,0,Resolved,2024-04-03,Yes
INC-0434,TRP-1554,AST-045,DRV-099,2024-08-28,05:54:54,Ethiopia,Dire Dawa - Dire Dawa Route,Tire Blowout,Medium,Tire Blowout occurred during transit,0,427.48,2.3,Yes,378.52,Resolved,2024-08-31,Yes
INC-0435,TRP-2743,AST-112,DRV-057,2024-06-08,13:29:56,Kenya,Dodoma - Mombasa Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,152.42,3.2,No,0,Pending,2024-06-20,Yes
INC-0436,TRP-2124,AST-061,DRV-125,2024-07-06,13:34:00,Rwanda,Ruhengeri - Cyangugu Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,452.59,2.7,Yes,423.94,Resolved,2024-07-07,No
INC-0437,TRP-2113,AST-012,DRV-065,2025-01-12,23:23:42,Tanzania,Dar es Salaam - Dodoma Route,Cargo Damage,Medium,Cargo Damage occurred during transit,0,1060.11,0.0,Yes,910.39,Resolved,2025-01-17,No
INC-0438,TRP-0682,AST-024,DRV-032,2024-05-11,21:51:00,Tanzania,Mwanza - Dar es Salaam Route,Theft Attempt,High,Theft Attempt occurred during transit,1,803.8,1.6,Yes,704.45,Resolved,2024-05-21,No
INC-0439,TRP-2795,AST-021,DRV-077,2024-04-15,13:46:30,Rwanda,Gisenyi - Kigali Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,437.05,7.2,Yes,384.12,Resolved,2024-04-21,No
INC-0440,TRP-0678,AST-022,DRV-140,2024-08-21,04:35:18,Rwanda,Kigali - Ruhengeri Route,Traffic Accident,High,Traffic Accident occurred during transit,0,1454.15,15.1,Yes,1346.1,Resolved,2024-08-27,No
INC-0441,TRP-0742,AST-010,DRV-030,2024-08-17,16:08:58,Tanzania,Mwanza - Arusha Route,Tire Blowout,Medium,Tire Blowout occurred during transit,0,333.42,2.3,Yes,298.92,Resolved,2024-08-28,No
INC-0442,TRP-1830,AST-071,DRV-125,2024-03-27,08:52:33,Rwanda,Cyangugu - Ruhengeri Route,Driver Illness,Low,Driver Illness occurred during transit,0,108.4,30.2,No,0,Resolved,2024-03-31,Yes
INC-0443,TRP-0037,AST-114,DRV-015,2024-02-04,03:16:10,Uganda,Kampala - Mbeya Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,3.9,No,0,Resolved,2024-02-11,Yes
INC-0444,TRP-1635,AST-084,DRV-133,2024-09-17,06:19:03,Tanzania,Mbeya - Arusha Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,180.77,3.5,No,0,Resolved,2024-09-23,Yes
INC-0445,TRP-2378,AST-107,DRV-004,2024-04-21,20:58:53,Kenya,Kisumu - Gondar Route,Driver Illness,Medium,Driver Illness occurred during transit,2,232.12,21.6,No,0,Resolved,2024-05-02,Yes
INC-0446,TRP-1934,AST-101,DRV-109,2024-08-27,05:43:53,Uganda,Addis Ababa - Mbarara Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.4,No,0,Resolved,2024-09-08,No
INC-0447,TRP-2045,AST-104,DRV-055,2024-01-29,18:26:18,Tanzania,Mwanza - Dodoma Route,Traffic Accident,High,Traffic Accident occurred during transit,0,2079.98,16.5,Yes,1795.06,Resolved,2024-01-30,No
INC-0448,TRP-1868,AST-110,DRV-028,2025-02-11,19:23:33,Uganda,Kampala - Gisenyi Route,Traffic Accident,High,Traffic Accident occurred during transit,0,1678.78,16.1,Yes,1548.57,Resolved,2025-02-12,No
INC-0449,TRP-2803,AST-119,DRV-022,2024-01-15,16:37:48,Ethiopia,Dire Dawa - Bahir Dar Route,Traffic Accident,High,Traffic Accident occurred during transit,0,1986.57,12.7,Yes,1742.44,Resolved,2024-01-18,No
INC-0450,TRP-0968,AST-107,DRV-004,2024-09-15,12:56:46,Ethiopia,Kisumu - Gondar Route,Driver Illness,Low,Driver Illness occurred during transit,0,118.34,22.9,No,0,Resolved,2024-09-29,No
