maintenance_id,asset_id,maintenance_date,maintenance_type,service_provider,location,odometer_reading,description,parts_replaced,labor_hours,parts_cost_usd,labor_cost_usd,total_cost_usd,next_service_km,performed_by,downtime_hours
MNT-0394,AST-071,2024-04-20,Routine Service,Auto Services Rwanda,Kigali,17869,"Routine Service - Oil, Engine oil filter",Oil|Engine oil filter|Fuel filter|Air filter,3,159.51,117.16,276.67,28114,Beatrice Tadesse,7
MNT-0395,AST-071,2024-07-29,Emergency Repair,Auto Services Rwanda,Kigali,17857,Emergency Repair - Radiator hose,Radiator hose,11,548.59,343.33,891.93,32089,Marie Njoroge,13
MNT-0396,AST-071,2024-01-10,Routine Service,Auto Services Rwanda,Kigali,24175,"Routine Service - Engine oil filter, Fuel filter",Engine oil filter|Fuel filter|Air filter|Spark plugs,3,159.73,148.59,308.32,35592,Mary Babirye,4
MNT-0397,AST-071,2024-12-17,Routine Service,Auto Services Rwanda,Kigali,-5139,"Routine Service - Spark plugs, Oil",Spark plugs|Oil|Engine oil filter|Fuel filter,2,140.88,80.87,221.75,8951,Christine Hamisi,5
MNT-0398,AST-071,2024-09-09,Routine Service,Auto Services Rwanda,Kigali,37329,"Routine Service - Engine oil filter, Spark plugs",Engine oil filter|Spark plugs|Air filter,5,163.68,167.48,331.16,51404,Patrick Tesfaye,7
MNT-0399,AST-072,2024-03-10,Emergency Repair,Auto Services Kenya,Mombasa,96135,Emergency Repair - Fuel pump,Fuel pump,9,292.39,386.9,679.29,110146,Getachew Mukamazimpaka,13
MNT-0400,AST-072,2024-11-21,Routine Service,Auto Services Kenya,Mombasa,114900,"Routine Service - Oil, Air filter",Oil|Air filter,2,153.24,61.5,214.74,128684,Francis Rashid,6
MNT-0401,AST-072,2024-11-04,Repair,Auto Services Kenya,Mombasa,96075,Repair - Radiator,Radiator,8,494.97,284.91,779.89,108435,Hassan Wanjiru,10
MNT-0402,AST-072,2024-09-28,Routine Service,Auto Services Kenya,Mombasa,90169,"Routine Service - Engine oil filter, Air filter",Engine oil filter|Air filter,4,131.7,193.22,324.93,102133,Grace Habimana,8
MNT-0403,AST-072,2024-12-09,Routine Service,Auto Services Kenya,Mombasa,98366,"Routine Service - Fuel filter, Engine oil filter",Fuel filter|Engine oil filter|Air filter|Spark plugs,2,103.14,96.14,199.29,110263,Paul Desta,6
MNT-0404,AST-072,2024-07-04,Routine Service,Auto Services Kenya,Mombasa,101901,"Routine Service - Spark plugs, Fuel filter",Spark plugs|Fuel filter|Engine oil filter|Air filter,3,105.17,119.91,225.07,112269,Jean Niyonzima,5
MNT-0405,AST-072,2024-04-07,Routine Service,Auto Services Kenya,Mombasa,108507,"Routine Service - Air filter, Spark plugs",Air filter|Spark plugs|Fuel filter,5,159.49,164.64,324.13,120275,Beatrice Salim,8
MNT-0406,AST-072,2024-11-14,Emergency Repair,Auto Services Kenya,Mombasa,96886,Emergency Repair - Water pump,Water pump,5,754.25,162.03,916.28,110197,James Mugisha,6
MNT-0407,AST-073,2024-05-30,Emergency Repair,Auto Services Rwanda,Cyangugu,21700,Emergency Repair - Starter motor,Starter motor,11,442.45,372.27,814.72,34309,Halima Girma,15
MNT-0408,AST-073,2024-01-21,Repair,Auto Services Rwanda,Cyangugu,3014,"Repair - Suspension parts, Alternator",Suspension parts|Alternator,4,539.66,172.24,711.9,16787,Hassan Nsubuga,5
MNT-0409,AST-073,2025-01-17,Routine Service,Auto Services Rwanda,Cyangugu,4400,"Routine Service - Engine oil filter, Spark plugs",Engine oil filter|Spark plugs|Oil,3,107.31,113.03,220.34,16865,Hanna Bizimana,7
MNT-0410,AST-074,2024-08-20,Repair,Auto Services Uganda,Jinja,57547,Repair - Brake pads,Brake pads,10,365.55,348.57,714.12,68196,Jean Kimani,14
MNT-0411,AST-074,2024-09-16,Repair,Auto Services Uganda,Jinja,54679,"Repair - Radiator, Alternator",Radiator|Alternator,5,430.17,209.11,639.27,66412,Joshua Worku,8
MNT-0412,AST-074,2025-02-07,Routine Service,Auto Services Uganda,Jinja,83168,"Routine Service - Fuel filter, Engine oil filter",Fuel filter|Engine oil filter,5,181.17,240.42,421.59,97458,Moses Abebe,9
MNT-0413,AST-074,2025-01-05,Routine Service,Auto Services Uganda,Jinja,89248,"Routine Service - Air filter, Oil",Air filter|Oil|Engine oil filter,3,157.82,101.32,259.14,102061,Hassan Uwimana,6
MNT-0414,AST-075,2024-01-29,Routine Service,Auto Services Kenya,Kisumu,6547,"Routine Service - Air filter, Spark plugs",Air filter|Spark plugs|Oil,3,105.07,112.02,217.09,20187,Marie Mugisha,5
MNT-0415,AST-075,2024-08-15,Routine Service,Auto Services Kenya,Kisumu,-3222,"Routine Service - Fuel filter, Oil",Fuel filter|Oil,4,152.4,179.51,331.91,8127,Peter Bekele,6
MNT-0416,AST-075,2024-03-10,Routine Service,Auto Services Kenya,Kisumu,6488,"Routine Service - Oil, Fuel filter",Oil|Fuel filter|Air filter|Spark plugs,5,81.61,248.37,329.98,17088,Christine Niyonzima,7
MNT-0417,AST-075,2024-03-19,Routine Service,Auto Services Kenya,Kisumu,14207,"Routine Service - Fuel filter, Air filter",Fuel filter|Air filter|Engine oil filter|Spark plugs,4,187.42,159.96,347.38,28333,Dawit Uwase,8
MNT-0418,AST-075,2024-11-14,Repair,Auto Services Kenya,Kisumu,-15732,"Repair - Battery, Suspension parts",Battery|Suspension parts|Radiator,6,379.03,227.46,606.49,-4843,Innocent Juma,7
MNT-0419,AST-075,2024-11-16,Repair,Auto Services Kenya,Kisumu,27072,"Repair - Alternator, Radiator",Alternator|Radiator|Suspension parts,4,326.34,185.43,511.77,41235,Dawit Abebe,6
MNT-0420,AST-076,2024-03-27,Repair,Auto Services Kenya,Eldoret,129674,Repair - Alternator,Alternator,10,363.38,479.44,842.82,144512,Eric Otieno,14
MNT-0421,AST-076,2024-01-28,Routine Service,Auto Services Kenya,Eldoret,149567,"Routine Service - Oil, Air filter",Oil|Air filter,2,198.17,74.24,272.42,163303,Mulugeta Hamisi,5
MNT-0422,AST-076,2024-11-19,Repair,Auto Services Kenya,Eldoret,125067,Repair - Radiator,Radiator,4,375.02,197.39,572.41,139135,Sarah Mukasa,8
MNT-0423,AST-076,2024-10-06,Routine Service,Auto Services Kenya,Eldoret,109148,"Routine Service - Spark plugs, Air filter",Spark plugs|Air filter|Oil,4,114.44,184.08,298.52,123058,Joseph Omari,8
MNT-0424,AST-076,2024-05-01,Routine Service,Auto Services Kenya,Eldoret,133567,"Routine Service - Oil, Spark plugs",Oil|Spark plugs|Engine oil filter|Fuel filter,2,181.54,65.32,246.86,148210,Claude Nsubuga,6
MNT-0425,AST-076,2024-03-20,Repair,Auto Services Kenya,Eldoret,134341,"Repair - Suspension parts, Battery",Suspension parts|Battery,8,316.14,331.86,648.0,144946,Zainab Hamisi,12
MNT-0426,AST-076,2025-02-16,Routine Service,Auto Services Kenya,Eldoret,137962,"Routine Service - Spark plugs, Fuel filter",Spark plugs|Fuel filter|Oil,3,158.77,146.7,305.48,149447,Marie Nalongo,6
MNT-0427,AST-076,2024-07-08,Routine Service,Auto Services Kenya,Eldoret,133193,"Routine Service - Fuel filter, Air filter",Fuel filter|Air filter|Engine oil filter|Oil,3,119.87,122.68,242.55,146716,Francis Nakato,6
MNT-0428,AST-077,2024-10-14,Routine Service,Auto Services Tanzania,Dar es Salaam,192043,"Routine Service - Air filter, Engine oil filter",Air filter|Engine oil filter|Oil|Fuel filter,5,165.92,205.16,371.08,203162,Catherine Habimana,6
MNT-0429,AST-077,2024-04-06,Routine Service,Auto Services Tanzania,Dar es Salaam,176371,"Routine Service - Air filter, Engine oil filter",Air filter|Engine oil filter|Spark plugs|Fuel filter,2,122.74,64.86,187.61,188326,Jean Kebede,4
MNT-0430,AST-077,2024-10-25,Routine Service,Auto Services Tanzania,Dar es Salaam,202947,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil,3,92.4,131.7,224.1,214125,Peter Girma,4
MNT-0431,AST-077,2024-01-05,Routine Service,Auto Services Tanzania,Dar es Salaam,169311,"Routine Service - Spark plugs, Air filter",Spark plugs|Air filter|Fuel filter|Oil,5,83.47,223.01,306.48,182144,Getachew Salim,7
MNT-0432,AST-077,2024-09-02,Routine Service,Auto Services Tanzania,Dar es Salaam,183893,"Routine Service - Engine oil filter, Air filter",Engine oil filter|Air filter,5,105.15,199.35,304.5,194940,Sara Rashid,9
MNT-0433,AST-078,2025-02-03,Routine Service,Auto Services Uganda,Entebbe,94530,"Routine Service - Air filter, Fuel filter",Air filter|Fuel filter|Engine oil filter,5,93.93,248.05,341.98,108291,Amina Okello,6
MNT-0434,AST-078,2024-03-17,Repair,Auto Services Uganda,Entebbe,136932,"Repair - Suspension parts, Battery",Suspension parts|Battery|Radiator,4,364.84,168.0,532.84,149747,Halima Nsubuga,5
MNT-0435,AST-078,2024-04-27,Repair,Auto Services Uganda,Entebbe,118067,"Repair - Radiator, Alternator",Radiator|Alternator,4,297.91,177.68,475.58,128801,Marie Alemu,7
MNT-0436,AST-078,2024-09-02,Routine Service,Auto Services Uganda,Entebbe,101905,"Routine Service - Air filter, Fuel filter",Air filter|Fuel filter|Spark plugs,3,144.91,107.0,251.91,115581,Eric Salim,7
MNT-0437,AST-078,2024-03-22,Repair,Auto Services Uganda,Entebbe,135134,Repair - Radiator,Radiator,4,445.07,163.73,608.81,149067,Faith Bekele,7
MNT-0438,AST-078,2024-10-01,Repair,Auto Services Uganda,Entebbe,136387,"Repair - Radiator, Battery",Radiator|Battery,6,437.43,196.4,633.83,146775,Moses Hassan,9
MNT-0439,AST-078,2024-09-09,Routine Service,Auto Services Uganda,Entebbe,113270,"Routine Service - Oil, Spark plugs",Oil|Spark plugs|Engine oil filter|Air filter,4,193.18,175.97,369.15,126226,Ibrahim Mukasa,7
MNT-0440,AST-079,2024-02-16,Routine Service,Auto Services Tanzania,Dodoma,79520,"Routine Service - Spark plugs, Oil",Spark plugs|Oil,2,195.25,84.67,279.92,92894,Ruth Kebede,6
MNT-0441,AST-079,2024-11-19,Routine Service,Auto Services Tanzania,Dodoma,55405,"Routine Service - Spark plugs, Oil",Spark plugs|Oil|Fuel filter,5,165.5,227.06,392.56,66151,Tigist Alemu,7
MNT-0442,AST-079,2024-09-08,Routine Service,Auto Services Tanzania,Dodoma,76434,"Routine Service - Fuel filter, Engine oil filter",Fuel filter|Engine oil filter|Air filter|Spark plugs,2,157.89,98.75,256.63,90344,Jean Kimani,4
MNT-0443,AST-079,2024-01-13,Routine Service,Auto Services Tanzania,Dodoma,64270,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil|Air filter,3,174.8,96.53,271.33,74916,Agnes Mukasa,4
MNT-0444,AST-080,2024-12-09,Repair,Auto Services Rwanda,Cyangugu,194363,"Repair - Brake pads, Battery",Brake pads|Battery|Suspension parts,8,590.32,292.11,882.43,204724,Amina Tadesse,9
MNT-0445,AST-080,2024-12-23,Repair,Auto Services Rwanda,Cyangugu,206874,"Repair - Brake pads, Alternator",Brake pads|Alternator|Battery,9,339.5,278.94,618.44,217340,Catherine Bizimana,13
MNT-0446,AST-080,2025-01-08,Routine Service,Auto Services Rwanda,Cyangugu,176520,"Routine Service - Oil, Spark plugs",Oil|Spark plugs|Air filter|Engine oil filter,2,134.76,90.64,225.4,189209,Paul Salim,6
MNT-0447,AST-080,2024-05-29,Routine Service,Auto Services Rwanda,Cyangugu,177436,"Routine Service - Spark plugs, Air filter",Spark plugs|Air filter|Fuel filter,5,189.25,246.73,435.99,190260,Almaz Wanjiru,8
MNT-0448,AST-080,2025-01-26,Routine Service,Auto Services Rwanda,Cyangugu,190470,"Routine Service - Air filter, Fuel filter",Air filter|Fuel filter|Spark plugs|Engine oil filter,3,162.65,130.78,293.43,204729,Patrick Haile,6
MNT-0449,AST-080,2024-06-05,Routine Service,Auto Services Rwanda,Cyangugu,176361,"Routine Service - Oil, Spark plugs",Oil|Spark plugs,5,178.5,215.96,394.47,189918,Eric Nsubuga,8
MNT-0450,AST-080,2024-10-01,Routine Service,Auto Services Rwanda,Cyangugu,218978,"Routine Service - Air filter, Engine oil filter",Air filter|Engine oil filter|Oil,5,157.04,174.36,331.4,230825,Hassan Uwase,9
MNT-0451,AST-080,2024-09-24,Repair,Auto Services Rwanda,Cyangugu,214838,Repair - Brake pads,Brake pads,6,348.12,295.3,643.41,227653,Ibrahim Khamis,7
MNT-0452,AST-081,2024-05-15,Routine Service,Auto Services Uganda,Kampala,225499,"Routine Service - Fuel filter, Air filter",Fuel filter|Air filter,2,118.9,66.4,185.3,236718,Zainab Khamis,5
MNT-0453,AST-081,2024-10-11,Routine Service,Auto Services Uganda,Kampala,239698,"Routine Service - Oil, Fuel filter",Oil|Fuel filter|Spark plugs|Engine oil filter,5,158.26,169.27,327.53,254217,Joseph Desta,7
MNT-0454,AST-081,2024-01-26,Routine Service,Auto Services Uganda,Kampala,210767,"Routine Service - Engine oil filter, Spark plugs",Engine oil filter|Spark plugs,2,134.97,64.0,198.97,221421,Mulugeta Tesfaye,3
MNT-0455,AST-081,2024-01-15,Repair,Auto Services Uganda,Kampala,204981,Repair - Radiator,Radiator,4,484.96,195.6,680.56,216281,Faith Chebet,7
MNT-0456,AST-081,2024-03-31,Routine Service,Auto Services Uganda,Kampala,218278,"Routine Service - Air filter, Engine oil filter",Air filter|Engine oil filter|Spark plugs|Oil,4,179.18,162.36,341.54,231667,Amina Kayitesi,8
MNT-0457,AST-082,2024-05-20,Routine Service,Auto Services Kenya,Eldoret,164306,"Routine Service - Air filter, Spark plugs",Air filter|Spark plugs,3,185.02,125.77,310.79,174459,Francis Desta,6
MNT-0458,AST-082,2024-09-17,Repair,Auto Services Kenya,Eldoret,151934,Repair - Brake pads,Brake pads,7,554.83,328.57,883.4,163927,Sara Worku,8
MNT-0459,AST-082,2024-05-29,Routine Service,Auto Services Kenya,Eldoret,129166,"Routine Service - Air filter, Oil",Air filter|Oil|Engine oil filter,5,150.6,205.5,356.1,143255,Joshua Bakari,9
MNT-0460,AST-082,2024-05-29,Routine Service,Auto Services Kenya,Eldoret,131790,"Routine Service - Spark plugs, Oil",Spark plugs|Oil,5,183.99,159.39,343.38,144347,Elizabeth Wasswa,7
MNT-0461,AST-082,2024-09-22,Routine Service,Auto Services Kenya,Eldoret,155186,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil|Fuel filter|Spark plugs,5,126.01,224.29,350.31,168262,Zainab Kato,8
MNT-0462,AST-082,2024-08-17,Routine Service,Auto Services Kenya,Eldoret,157613,"Routine Service - Spark plugs, Air filter",Spark plugs|Air filter,5,161.72,176.38,338.1,171865,Ibrahim Mwangi,9
MNT-0463,AST-082,2024-11-25,Routine Service,Auto Services Kenya,Eldoret,167441,"Routine Service - Fuel filter, Air filter",Fuel filter|Air filter|Oil,2,149.51,62.84,212.35,179049,Meseret Mwinyi,3
MNT-0464,AST-083,2024-05-29,Emergency Repair,Auto Services Kenya,Nairobi,175903,Emergency Repair - Water pump,Water pump,8,732.2,240.18,972.39,185961,Innocent Mukasa,9
MNT-0465,AST-083,2024-09-21,Routine Service,Auto Services Kenya,Nairobi,195722,"Routine Service - Spark plugs, Oil",Spark plugs|Oil|Air filter|Fuel filter,5,179.18,174.75,353.93,210084,Jean Rashid,7
MNT-0466,AST-083,2024-08-09,Repair,Auto Services Kenya,Nairobi,205088,"Repair - Suspension parts, Battery",Suspension parts|Battery|Brake pads,10,541.4,318.36,859.76,216168,Patrick Babirye,13
MNT-0467,AST-083,2024-02-03,Routine Service,Auto Services Kenya,Nairobi,173763,"Routine Service - Spark plugs, Air filter",Spark plugs|Air filter,2,183.7,72.59,256.29,186044,Marie Otieno,4
MNT-0468,AST-083,2025-01-21,Routine Service,Auto Services Kenya,Nairobi,178401,"Routine Service - Fuel filter, Air filter",Fuel filter|Air filter,4,186.18,173.29,359.47,192072,Innocent Abebe,7
MNT-0469,AST-083,2024-11-05,Routine Service,Auto Services Kenya,Nairobi,173415,"Routine Service - Fuel filter, Air filter",Fuel filter|Air filter|Oil,5,89.88,151.11,240.99,186638,Moses Ssemakula,9
MNT-0470,AST-084,2024-10-17,Emergency Repair,Auto Services Tanzania,Dodoma,221964,Emergency Repair - Fuel pump,Fuel pump,12,439.07,505.35,944.43,233251,Christine Uwimana,14
MNT-0471,AST-084,2025-02-15,Routine Service,Auto Services Tanzania,Dodoma,201481,"Routine Service - Engine oil filter, Fuel filter",Engine oil filter|Fuel filter|Air filter|Oil,5,181.11,183.97,365.08,215616,Emmanuel Babirye,8
MNT-0472,AST-084,2024-03-16,Repair,Auto Services Tanzania,Dodoma,225405,"Repair - Brake pads, Alternator",Brake pads|Alternator|Radiator,8,481.82,376.0,857.82,240336,Daniel Hamisi,12
MNT-0473,AST-084,2024-04-21,Emergency Repair,Auto Services Tanzania,Dodoma,214870,"Emergency Repair - Starter motor, Water pump",Starter motor|Water pump,6,277.53,265.67,543.2,229165,Ibrahim Bekele,7
MNT-0474,AST-084,2024-11-17,Routine Service,Auto Services Tanzania,Dodoma,208786,"Routine Service - Fuel filter, Air filter",Fuel filter|Air filter|Oil,5,197.97,243.8,441.77,220721,John Bekele,7
MNT-0475,AST-084,2025-01-03,Routine Service,Auto Services Tanzania,Dodoma,206235,"Routine Service - Air filter, Fuel filter",Air filter|Fuel filter,2,174.98,98.07,273.05,220081,Getachew Nsubuga,3
MNT-0476,AST-084,2024-12-08,Routine Service,Auto Services Tanzania,Dodoma,197712,"Routine Service - Spark plugs, Air filter",Spark plugs|Air filter,2,157.95,67.0,224.95,209938,Dawit Kimani,6
MNT-0477,AST-084,2024-04-05,Routine Service,Auto Services Tanzania,Dodoma,188194,"Routine Service - Oil, Fuel filter",Oil|Fuel filter,4,150.55,124.98,275.54,199515,Peter Juma,7
MNT-0478,AST-085,2024-11-08,Routine Service,Auto Services Tanzania,Mbeya,227637,"Routine Service - Fuel filter, Engine oil filter",Fuel filter|Engine oil filter|Spark plugs|Air filter,2,85.19,62.92,148.11,237849,Beatrice Babirye,6
MNT-0479,AST-085,2024-03-03,Routine Service,Auto Services Tanzania,Mbeya,232539,"Routine Service - Spark plugs, Fuel filter",Spark plugs|Fuel filter|Air filter,2,149.84,85.38,235.22,246966,Beatrice Abebe,5
MNT-0480,AST-085,2025-02-05,Repair,Auto Services Tanzania,Mbeya,231022,"Repair - Alternator, Suspension parts",Alternator|Suspension parts,6,214.95,217.52,432.47,243587,Hanna Kamau,9
MNT-0481,AST-085,2024-02-16,Routine Service,Auto Services Tanzania,Mbeya,203637,"Routine Service - Oil, Fuel filter",Oil|Fuel filter|Spark plugs|Air filter,3,198.13,113.04,311.17,215010,Claude Ssemakula,7
MNT-0482,AST-085,2024-09-28,Routine Service,Auto Services Tanzania,Mbeya,205933,"Routine Service - Fuel filter, Oil",Fuel filter|Oil|Engine oil filter,2,182.52,92.49,275.01,220360,Paul Omari,3
MNT-0483,AST-085,2024-01-04,Routine Service,Auto Services Tanzania,Mbeya,204241,"Routine Service - Oil, Fuel filter",Oil|Fuel filter|Air filter,2,172.66,76.55,249.21,216811,Sarah Ali,3
MNT-0484,AST-086,2024-07-05,Repair,Auto Services Uganda,Mbarara,175499,"Repair - Alternator, Radiator",Alternator|Radiator,9,268.13,329.12,597.25,189792,Solomon Uwimana,11
MNT-0485,AST-086,2024-06-15,Repair,Auto Services Uganda,Mbarara,167200,"Repair - Suspension parts, Radiator",Suspension parts|Radiator,6,542.34,202.69,745.02,179356,Hassan Nsubuga,10
MNT-0486,AST-086,2024-04-28,Repair,Auto Services Uganda,Mbarara,195704,"Repair - Battery, Radiator",Battery|Radiator|Alternator,10,440.99,495.75,936.74,206704,Mulugeta Wanjiru,13
MNT-0487,AST-086,2024-04-03,Routine Service,Auto Services Uganda,Mbarara,178256,"Routine Service - Air filter, Engine oil filter",Air filter|Engine oil filter|Spark plugs|Oil,2,161.58,97.55,259.13,192878,Christine Abebe,5
MNT-0488,AST-087,2024-02-12,Repair,Auto Services Tanzania,Mwanza,131681,Repair - Brake pads,Brake pads,5,283.45,158.31,441.77,141879,Joshua Babirye,6
MNT-0489,AST-087,2024-10-05,Routine Service,Auto Services Tanzania,Mwanza,100696,"Routine Service - Engine oil filter, Fuel filter",Engine oil filter|Fuel filter,2,133.56,91.57,225.12,112152,Francis Chebet,3
MNT-0490,AST-087,2024-09-05,Repair,Auto Services Tanzania,Mwanza,97750,"Repair - Brake pads, Battery",Brake pads|Battery,6,579.62,223.35,802.97,111884,Rose Haile,8
MNT-0491,AST-087,2025-02-03,Routine Service,Auto Services Tanzania,Mwanza,106732,"Routine Service - Spark plugs, Engine oil filter",Spark plugs|Engine oil filter|Fuel filter|Air filter,4,108.06,185.43,293.49,120687,Peter Okello,7
MNT-0492,AST-088,2024-10-13,Routine Service,Auto Services Ethiopia,Bahir Dar,192132,"Routine Service - Air filter, Spark plugs",Air filter|Spark plugs|Engine oil filter|Oil,5,177.09,244.68,421.77,205883,David Nalongo,6
MNT-0493,AST-088,2025-02-15,Routine Service,Auto Services Ethiopia,Bahir Dar,179251,"Routine Service - Fuel filter, Oil",Fuel filter|Oil,2,167.78,95.11,262.89,191101,Sara Girma,3
MNT-0494,AST-088,2024-12-15,Routine Service,Auto Services Ethiopia,Bahir Dar,210720,"Routine Service - Fuel filter, Spark plugs",Fuel filter|Spark plugs,3,80.56,107.49,188.05,221493,Marie Uwimana,4
MNT-0495,AST-089,2024-04-19,Repair,Auto Services Kenya,Kisumu,92906,"Repair - Alternator, Suspension parts",Alternator|Suspension parts|Battery,4,441.88,120.48,562.36,105708,Amina Rashid,5
MNT-0496,AST-089,2024-02-04,Emergency Repair,Auto Services Kenya,Kisumu,131082,"Emergency Repair - Fuel pump, Water pump",Fuel pump|Water pump,9,674.71,290.17,964.87,143864,James Mukamazimpaka,13
MNT-0497,AST-089,2024-12-02,Routine Service,Auto Services Kenya,Kisumu,100760,"Routine Service - Engine oil filter, Fuel filter",Engine oil filter|Fuel filter|Air filter,3,132.94,144.08,277.02,111871,John Ochieng,7
MNT-0498,AST-089,2024-10-16,Repair,Auto Services Kenya,Kisumu,118148,"Repair - Radiator, Brake pads",Radiator|Brake pads,5,389.67,176.39,566.07,130432,Aisha Mukamazimpaka,9
MNT-0499,AST-089,2024-02-06,Routine Service,Auto Services Kenya,Kisumu,124620,"Routine Service - Oil, Fuel filter",Oil|Fuel filter|Engine oil filter,3,187.07,121.31,308.38,137701,Zainab Uwimana,6
MNT-0500,AST-089,2025-02-14,Routine Service,Auto Services Kenya,Kisumu,99326,"Routine Service - Air filter, Engine oil filter",Air filter|Engine oil filter|Fuel filter,3,94.28,138.68,232.96,113067,Catherine Nalongo,6
MNT-0501,AST-089,2024-03-23,Routine Service,Auto Services Kenya,Kisumu,103701,"Routine Service - Oil, Fuel filter",Oil|Fuel filter|Engine oil filter|Spark plugs,3,114.44,115.67,230.11,117965,Jean Alemu,6
MNT-0502,AST-089,2024-08-05,Repair,Auto Services Kenya,Kisumu,109478,"Repair - Radiator, Suspension parts",Radiator|Suspension parts,10,420.32,379.26,799.58,121964,Mary Desta,14
MNT-0503,AST-090,2024-02-02,Routine Service,Auto Services Rwanda,Cyangugu,174712,"Routine Service - Oil, Air filter",Oil|Air filter|Fuel filter,3,142.94,149.04,291.99,185944,Ruth Worku,4
MNT-0504,AST-090,2025-01-08,Emergency Repair,Auto Services Rwanda,Cyangugu,200005,"Emergency Repair - Fan belt, Fuel pump",Fan belt|Fuel pump,9,351.57,348.97,700.54,212179,Christine Ssemakula,10
MNT-0505,AST-090,2024-09-23,Routine Service,Auto Services Rwanda,Cyangugu,178489,"Routine Service - Oil, Spark plugs",Oil|Spark plugs|Fuel filter,4,172.57,135.66,308.24,189449,Claude Korir,6
MNT-0506,AST-090,2024-12-10,Emergency Repair,Auto Services Rwanda,Cyangugu,195148,"Emergency Repair - Starter motor, Radiator hose",Starter motor|Radiator hose,10,431.48,385.51,817.0,205872,Mohammed Mwinyi,11
MNT-0507,AST-090,2025-01-18,Repair,Auto Services Rwanda,Cyangugu,192956,"Repair - Alternator, Battery",Alternator|Battery,9,444.2,342.62,786.82,206857,Tigist Alemu,13
MNT-0508,AST-091,2024-03-10,Routine Service,Auto Services Rwanda,Cyangugu,99875,"Routine Service - Air filter, Oil",Air filter|Oil|Engine oil filter,2,190.91,84.68,275.59,110451,Ruth Ochieng,5
MNT-0509,AST-091,2024-10-31,Routine Service,Auto Services Rwanda,Cyangugu,102619,"Routine Service - Air filter, Engine oil filter",Air filter|Engine oil filter|Oil|Fuel filter,3,190.09,128.15,318.24,114893,Rebecca Musoke,6
MNT-0510,AST-091,2024-05-22,Routine Service,Auto Services Rwanda,Cyangugu,70661,"Routine Service - Fuel filter, Oil",Fuel filter|Oil|Air filter,4,137.58,146.28,283.86,82903,Francis Okello,8
MNT-0511,AST-091,2024-12-30,Routine Service,Auto Services Rwanda,Cyangugu,74493,"Routine Service - Air filter, Fuel filter",Air filter|Fuel filter|Engine oil filter,5,188.04,171.4,359.44,87128,Claude Ssemakula,9
MNT-0512,AST-091,2024-04-14,Routine Service,Auto Services Rwanda,Cyangugu,70025,"Routine Service - Engine oil filter, Fuel filter",Engine oil filter|Fuel filter|Oil,2,153.15,60.78,213.93,83115,Amina Abebe,4
MNT-0513,AST-091,2024-09-08,Routine Service,Auto Services Rwanda,Cyangugu,90567,"Routine Service - Air filter, Fuel filter",Air filter|Fuel filter|Engine oil filter,5,138.67,222.06,360.73,105036,Beatrice Bakari,8
MNT-0514,AST-091,2024-05-03,Emergency Repair,Auto Services Rwanda,Cyangugu,98554,"Emergency Repair - Radiator hose, Water pump",Radiator hose|Water pump,11,572.85,526.1,1098.95,113073,Grace Desta,15
MNT-0515,AST-091,2025-01-27,Routine Service,Auto Services Rwanda,Cyangugu,93345,"Routine Service - Engine oil filter, Fuel filter",Engine oil filter|Fuel filter|Oil,3,181.55,112.15,293.7,104182,Claude Chebet,7
MNT-0516,AST-092,2025-02-27,Emergency Repair,Auto Services Kenya,Nairobi,81697,Emergency Repair - Water pump,Water pump,7,499.4,279.09,778.5,92592,Catherine Mwinyi,8
MNT-0517,AST-092,2025-02-11,Routine Service,Auto Services Kenya,Nairobi,71919,"Routine Service - Air filter, Spark plugs",Air filter|Spark plugs,2,176.72,60.26,236.98,84152,Emmanuel Wanjiru,3
MNT-0518,AST-092,2024-11-14,Emergency Repair,Auto Services Kenya,Nairobi,113426,"Emergency Repair - Radiator hose, Water pump",Radiator hose|Water pump,8,693.85,356.83,1050.68,125980,Fatuma Mukasa,12
MNT-0519,AST-093,2024-09-08,Repair,Auto Services Kenya,Kisumu,24871,Repair - Alternator,Alternator,9,251.83,297.54,549.37,38587,Amina Kimani,12
MNT-0520,AST-093,2025-02-01,Routine Service,Auto Services Kenya,Kisumu,1905,"Routine Service - Air filter, Engine oil filter",Air filter|Engine oil filter,2,143.97,97.28,241.24,14533,Aisha Haile,4
MNT-0521,AST-093,2024-09-14,Repair,Auto Services Kenya,Kisumu,8603,"Repair - Battery, Brake pads",Battery|Brake pads|Alternator,4,504.01,152.05,656.07,21443,Christine Mukamana,6
MNT-0522,AST-093,2024-04-22,Routine Service,Auto Services Kenya,Kisumu,3170,"Routine Service - Oil, Fuel filter",Oil|Fuel filter|Engine oil filter,5,199.49,179.16,378.64,17440,Joseph Rashid,9
MNT-0523,AST-093,2024-08-02,Routine Service,Auto Services Kenya,Kisumu,15296,"Routine Service - Fuel filter, Oil",Fuel filter|Oil|Engine oil filter,4,131.61,131.46,263.06,27994,Innocent Nsubuga,8
MNT-0524,AST-093,2024-12-20,Routine Service,Auto Services Kenya,Kisumu,17705,"Routine Service - Engine oil filter, Air filter",Engine oil filter|Air filter|Fuel filter,5,134.38,161.85,296.22,31313,Meseret Kamau,7
