trip_id,asset_id,driver_id,trip_date,origin_country,origin_city,destination_country,destination_city,product_type,product_description,quantity_kg,quantity_units,client_name,client_type,planned_departure,actual_departure,planned_arrival,actual_arrival,distance_km,fuel_consumed_liters,trip_status,revenue_usd,trip_cost_usd,delay_hours,delay_reason
TRP-2364,AST-072,DRV-039,2024-10-13,Kenya,Nairobi,Kenya,Kisumu,Electronics,Audio equipment,4676,244,Fashion Retail Kenya,E-commerce,2024-10-13 05:00:45,2024-10-13 05:39:45,2024-10-13 13:32:12,2024-10-13 16:31:57,409,77.8,Completed,1636.6,259.0,3.0,Fuel shortage
TRP-2365,AST-080,DRV-129,2024-11-22,Rwanda,Butare,Rwanda,Kigali,Textiles,Clothing and fabrics,814,1199,Agricultural Traders Ethiopia,Wholesale,2024-11-22 08:15:08,2024-11-22 08:58:08,2024-11-22 20:03:38,2024-11-22 20:25:58,593,112.1,Completed,179.08,387.04,0,None
TRP-2366,AST-041,DRV-044,2024-07-20,Kenya,Eldoret,Kenya,Eldoret,Automotive,Tires and batteries,4469,778,BuildMart Uganda,Healthcare,2024-07-20 04:00:12,2024-07-20 03:54:12,2024-07-20 07:54:53,2024-07-20 07:58:53,135,26.4,Completed,1251.32,95.43,0,None
TRP-2367,AST-003,DRV-105,2024-10-28,Kenya,Mombasa,Rwanda,Cyangugu,Construction,Steel and metal products,3936,843,Telecom Solutions Uganda,Government,2024-10-28 08:45:15,2024-10-28 08:33:15,2024-10-29 02:16:14,2024-10-29 02:03:38,956,177.6,Completed,472.32,648.29,0,None
TRP-2368,AST-003,DRV-105,2024-02-21,Kenya,Nairobi,Kenya,Nairobi,Agricultural,Grain and cereals,6952,199,HealthCare Solutions Kenya,Wholesale,2024-02-21 07:00:31,2024-02-21 07:39:31,2024-02-21 11:21:04,2024-02-21 16:34:08,145,28.9,Completed,1042.8,96.42,5.2,Border customs delay
TRP-2369,AST-072,DRV-039,2024-11-07,Kenya,Nairobi,Kenya,Nairobi,Telecommunications,Cables and accessories,6555,692,AgriExport Kenya,NGO,2024-11-07 06:30:04,2024-11-07 07:00:04,2024-11-07 09:31:33,2024-11-07 09:50:19,72,13.7,Completed,2622.0,54.23,0,None
TRP-2370,AST-080,DRV-129,2024-11-25,Rwanda,Gisenyi,Ethiopia,Addis Ababa,Electronics,Home appliances,1037,489,Fashion Retail Kenya,E-commerce,2024-11-25 07:00:56,2024-11-25 07:14:56,2024-11-26 01:32:31,2024-11-26 03:15:40,843,161.7,Completed,362.95,586.55,1.7,Unloading delay at destination
TRP-2371,AST-045,DRV-099,2025-02-02,Ethiopia,Bahir Dar,Ethiopia,Mekele,FMCG,Snacks and confectionery,5415,334,Industrial Suppliers Tanzania,E-commerce,2025-02-02 07:45:29,2025-02-02 07:31:29,2025-02-02 18:23:24,2025-02-02 20:10:14,511,90.1,Completed,1353.75,354.41,1.8,Traffic congestion
TRP-2372,AST-019,DRV-071,2024-03-28,Kenya,Eldoret,Kenya,Kisumu,Agricultural,Tea leaves,5415,858,Retail Solutions Kenya,NGO,2024-03-28 05:30:40,2024-03-28 05:18:40,2024-03-28 13:02:55,2024-03-28 14:06:54,365,68.2,Completed,812.25,260.62,1.1,Unloading delay at destination
TRP-2373,AST-029,DRV-105,2024-04-28,Kenya,Nakuru,Kenya,Nakuru,Construction,Cement and building materials,4633,165,MediSupply Kenya,Retail,2024-04-28 06:00:12,2024-04-28 06:19:12,2024-04-28 09:47:36,2024-04-28 12:46:42,144,23.0,Completed,555.96,79.87,3.0,Fuel shortage
TRP-2374,AST-113,DRV-076,2024-01-11,Rwanda,Butare,Rwanda,Gisenyi,Electronics,Smartphones and tablets,1259,570,BuildMart Kenya,NGO,2024-01-11 07:00:28,2024-01-11 06:48:28,2024-01-11 20:52:08,2024-01-11 20:46:23,793,145.8,Completed,440.65,495.19,0,None
TRP-2375,AST-070,DRV-047,2024-09-23,Kenya,Kisumu,Kenya,Nakuru,Beverages,Juice products,4207,1007,Industrial Suppliers Kenya,Manufacturing,2024-09-23 07:30:18,2024-09-23 07:34:18,2024-09-23 19:18:56,2024-09-23 19:09:25,575,112.1,Completed,757.26,406.51,0,None
TRP-2376,AST-021,DRV-077,2024-03-07,Rwanda,Gisenyi,Rwanda,Butare,Pharmaceuticals,Prescription medications,7072,839,Agricultural Traders Uganda,Retail,2024-03-07 05:15:53,2024-03-07 05:32:53,2024-03-07 17:50:18,2024-03-07 17:47:18,563,93.3,Completed,8486.4,288.41,0,None
TRP-2377,AST-025,DRV-031,2024-12-24,Uganda,Gulu,Ethiopia,Bahir Dar,Agricultural,Coffee beans,3628,153,Electronics Hub Kenya,Retail,2024-12-24 08:45:50,2024-12-24 09:15:50,2024-12-25 01:37:15,2024-12-25 02:06:56,902,141.4,Completed,544.2,517.95,0,None
TRP-2378,AST-107,DRV-004,2024-04-21,Kenya,Kisumu,Ethiopia,Gondar,Agricultural,Coffee beans,5301,939,Supermart Kenya,Government,2024-04-21 06:15:05,2024-04-21 06:29:05,2024-04-22 08:00:42,2024-04-22 09:18:24,1498,238.4,Completed,795.15,976.19,1.3,Security checkpoint
TRP-2379,AST-116,DRV-122,2024-02-04,Uganda,Mbarara,Uganda,Entebbe,Electronics,Laptops and computers,7172,1094,Construction Supplies Kenya,Manufacturing,2024-02-04 04:30:19,2024-02-04 04:57:19,2024-02-04 15:42:02,2024-02-04 16:08:42,740,127.9,Completed,2510.2,463.16,0,None
TRP-2380,AST-017,DRV-089,2024-08-27,Kenya,Nairobi,Kenya,Nairobi,Construction,Electrical fittings,2664,760,Telecom Solutions Uganda,Government,2024-08-27 04:00:13,2024-08-27 04:16:13,2024-08-27 07:14:38,2024-08-27 06:51:59,96,16.6,Completed,319.68,64.32,0,None
TRP-2381,AST-017,DRV-089,2024-07-14,Kenya,Eldoret,Kenya,Nairobi,FMCG,Snacks and confectionery,5264,1079,FoodDistributors Ethiopia,Wholesale,2024-07-14 08:45:04,2024-07-14 09:27:04,2024-07-14 16:58:42,2024-07-14 17:21:38,329,57.1,Completed,1316.0,201.66,0,None
TRP-2382,AST-110,DRV-028,2024-07-26,Uganda,Jinja,Uganda,Gulu,Electronics,Home appliances,3559,247,AgriExport Uganda,E-commerce,2024-07-26 07:00:29,2024-07-26 07:06:29,2024-07-26 19:26:59,2024-07-26 19:48:15,693,109.7,Completed,1245.65,467.31,0,None
TRP-2383,AST-114,DRV-015,2025-02-01,Uganda,Jinja,Kenya,Eldoret,Electronics,Laptops and computers,3423,404,Industrial Suppliers Ethiopia,Retail,2025-02-01 04:45:47,2025-02-01 05:20:47,2025-02-01 15:48:16,2025-02-01 15:40:11,615,98.4,Completed,1198.05,328.44,0,None
TRP-2384,AST-055,DRV-077,2025-02-19,Rwanda,Butare,Kenya,Kisumu,Automotive,Motor oils and lubricants,915,956,Global Supply Tanzania,Manufacturing,2025-02-19 04:30:03,2025-02-19 05:08:03,2025-02-19 13:58:05,2025-02-19 14:15:31,561,96.9,Completed,256.2,395.52,0,None
TRP-2385,AST-001,DRV-084,2024-08-20,Uganda,Mbarara,Uganda,Mbarara,Agricultural,Fresh produce,5710,666,BuildMart Rwanda,Government,2024-08-20 06:15:18,2024-08-20 06:06:18,2024-08-20 07:46:00,2024-08-20 07:24:55,87,16.0,Completed,856.5,64.11,0,None
TRP-2386,AST-063,DRV-133,2024-10-22,Tanzania,Arusha,Uganda,Jinja,Electronics,Home appliances,1392,62,Agricultural Traders Uganda,Manufacturing,2024-10-22 06:45:24,2024-10-22 06:37:24,2024-10-23 01:37:36,2024-10-23 01:49:07,1243,209.1,Completed,487.2,742.43,0,None
TRP-2387,AST-107,DRV-004,2024-12-19,Kenya,Kisumu,Uganda,Mbarara,Textiles,Clothing and fabrics,4283,323,Construction Supplies Uganda,E-commerce,2024-12-19 08:30:42,2024-12-19 09:01:42,2024-12-20 07:11:19,2024-12-20 07:01:05,1302,238.8,Completed,942.26,731.93,0,None
TRP-2388,AST-119,DRV-022,2025-01-03,Ethiopia,Addis Ababa,Ethiopia,Bahir Dar,Electronics,Audio equipment,6600,1043,Fashion Retail Kenya,E-commerce,2025-01-03 05:45:08,2025-01-03 06:07:08,2025-01-03 16:57:03,2025-01-03 16:44:04,543,85.5,Completed,2310.0,376.42,0,None
TRP-2389,AST-107,DRV-004,2024-12-30,Kenya,Nakuru,Kenya,Mombasa,FMCG,Packaged foods and beverages,4644,443,Industrial Suppliers Tanzania,E-commerce,2024-12-30 05:30:08,2024-12-30 05:33:08,2024-12-30 18:19:53,2024-12-30 17:51:03,625,104.1,Completed,1161.0,361.85,0,None
TRP-2390,AST-101,DRV-109,2025-01-07,Ethiopia,Dire Dawa,Rwanda,Butare,Construction,Steel and metal products,1278,984,Telecom Solutions Tanzania,E-commerce,2025-01-07 08:45:32,2025-01-07 09:03:32,2025-01-08 01:43:12,2025-01-08 01:52:15,1037,169.4,Completed,153.36,594.53,0,None
TRP-2391,AST-082,DRV-047,2024-06-19,Kenya,Mombasa,Uganda,Gulu,Beverages,Alcoholic beverages,6278,65,Construction Supplies Kenya,Retail,2024-06-19 08:30:06,2024-06-19 08:46:06,2024-06-20 01:22:30,2024-06-20 00:53:04,871,150.4,Completed,1130.04,583.68,0,None
TRP-2392,AST-003,DRV-105,2024-09-08,Kenya,Mombasa,Uganda,Kampala,Electronics,Home appliances,4480,489,Fashion Retail Tanzania,Healthcare,2024-09-08 04:15:44,2024-09-08 04:14:44,2024-09-08 15:14:57,2024-09-08 16:59:42,672,109.2,Completed,1568.0,451.87,1.7,Road construction
TRP-2393,AST-046,DRV-117,2025-02-10,Kenya,Kisumu,Kenya,Nakuru,Agricultural,Tea leaves,3722,900,Global Supply Kenya,NGO,2025-02-10 05:45:41,2025-02-10 06:25:41,2025-02-10 14:52:36,2025-02-10 15:17:49,486,82.0,Completed,558.3,305.77,0,None
TRP-2394,AST-058,DRV-077,2024-12-21,Rwanda,Kigali,Uganda,Jinja,Construction,Plumbing supplies,5345,380,AgriExport Uganda,E-commerce,2024-12-21 07:15:25,2024-12-21 07:31:25,2024-12-22 08:04:12,2024-12-22 07:43:34,1419,267.1,Completed,641.4,940.79,0,None
TRP-2395,AST-109,DRV-047,2024-12-02,Kenya,Nakuru,Kenya,Mombasa,Textiles,Bedding and linens,4717,121,Electronics Hub Tanzania,Retail,2024-12-02 04:30:28,2024-12-02 04:31:28,2024-12-02 10:36:20,2024-12-02 14:29:11,283,49.8,Completed,1037.74,194.27,3.9,Fuel shortage
TRP-2396,AST-046,DRV-117,2024-05-12,Kenya,Kisumu,Ethiopia,Mekele,Textiles,Fashion accessories,3623,245,Global Supply Tanzania,Manufacturing,2024-05-12 07:30:38,2024-05-12 07:53:38,2024-05-13 09:47:11,2024-05-13 09:38:06,1268,239.2,Completed,797.06,922.66,0,None
TRP-2397,AST-067,DRV-060,2024-07-30,Rwanda,Butare,Rwanda,Cyangugu,Construction,Electrical fittings,850,735,Telecom Solutions Tanzania,E-commerce,2024-07-30 05:00:50,2024-07-30 05:23:50,2024-07-30 12:03:20,2024-07-30 14:50:10,358,63.8,Completed,102.0,224.16,2.8,Fuel shortage
TRP-2398,AST-107,DRV-004,2025-01-25,Kenya,Kisumu,Kenya,Eldoret,Agricultural,Tea leaves,3586,578,Beverage Distributors Kenya,E-commerce,2025-01-25 07:45:20,2025-01-25 08:21:20,2025-01-25 17:04:28,2025-01-25 17:18:46,519,97.8,Completed,537.9,328.85,0,None
TRP-2399,AST-107,DRV-004,2024-03-25,Kenya,Kisumu,Kenya,Mombasa,Beverages,Bottled water,3751,376,Telecom Solutions Kenya,Wholesale,2024-03-25 08:15:46,2024-03-25 08:05:46,2024-03-25 14:26:08,2024-03-25 14:27:01,248,43.7,Completed,675.18,171.3,0,None
TRP-2400,AST-087,DRV-002,2025-02-02,Tanzania,Dodoma,Ethiopia,Dire Dawa,Pharmaceuticals,Medical supplies and vaccines,3133,1139,Telecom Solutions Uganda,Healthcare,2025-02-02 07:30:42,2025-02-02 07:31:42,2025-02-02 20:07:15,2025-02-02 20:00:53,598,101.3,Completed,3759.6,409.61,0,None
TRP-2401,AST-044,DRV-001,2024-09-15,Uganda,Kampala,Uganda,Mbarara,Telecommunications,SIM cards,2372,768,AgriExport Kenya,NGO,2024-09-15 08:00:02,2024-09-15 08:22:02,2024-09-15 13:16:10,2024-09-15 13:28:04,279,48.1,Completed,948.8,190.0,0,None
TRP-2402,AST-038,DRV-119,2024-03-03,Kenya,Nakuru,Kenya,Mombasa,Pharmaceuticals,Diagnostic supplies,2790,657,Electronics Hub Uganda,Retail,2024-03-03 05:15:50,2024-03-03 05:33:50,2024-03-03 11:41:05,2024-03-03 11:41:10,283,47.4,Completed,3348.0,191.54,0,None
TRP-2403,AST-072,DRV-039,2024-01-16,Kenya,Mombasa,Kenya,Kisumu,Agricultural,Coffee beans,3975,125,AutoParts Plus Uganda,Government,2024-01-16 08:15:26,2024-01-16 08:16:26,2024-01-16 16:41:06,2024-01-16 17:04:26,518,80.4,Completed,596.25,302.09,0,None
TRP-2404,AST-007,DRV-053,2024-12-07,Tanzania,Dodoma,Ethiopia,Dire Dawa,FMCG,Household cleaning items,4846,196,Industrial Suppliers Tanzania,E-commerce,2024-12-07 07:45:22,2024-12-07 08:23:22,2024-12-08 09:35:14,2024-12-08 09:12:59,1290,219.9,Completed,1211.5,821.12,0,None
TRP-2405,AST-029,DRV-105,2024-01-10,Kenya,Nairobi,Ethiopia,Mekele,Pharmaceuticals,Prescription medications,3936,1075,Industrial Suppliers Uganda,Manufacturing,2024-01-10 08:45:08,2024-01-10 08:55:08,2024-01-11 07:41:11,2024-01-11 07:59:11,1491,274.9,Completed,4723.2,994.85,0,None
TRP-2406,AST-014,DRV-099,2024-05-24,Ethiopia,Addis Ababa,Ethiopia,Mekele,Industrial,Processing equipment,3888,468,Trade Partners Rwanda,NGO,2024-05-24 07:15:43,2024-05-24 07:29:43,2024-05-24 12:12:48,2024-05-24 14:38:15,243,39.3,Completed,388.8,129.92,2.4,Road construction
TRP-2407,AST-094,DRV-138,2024-09-22,Tanzania,Arusha,Tanzania,Dodoma,Pharmaceuticals,Surgical equipment,6128,669,Electronics Hub Tanzania,Retail,2024-09-22 04:00:54,2024-09-22 04:21:54,2024-09-22 15:41:58,2024-09-23 00:17:10,704,129.9,Completed,7353.6,489.96,8.6,Driver rest period
TRP-2408,AST-072,DRV-039,2024-09-19,Kenya,Nairobi,Kenya,Nakuru,Telecommunications,Cables and accessories,6408,980,AutoParts Plus Rwanda,Manufacturing,2024-09-19 08:30:32,2024-09-19 08:29:32,2024-09-19 22:48:28,2024-09-19 22:38:38,739,138.8,Completed,2563.2,430.55,0,None
TRP-2409,AST-058,DRV-077,2024-07-19,Rwanda,Cyangugu,Rwanda,Butare,Automotive,Vehicle parts and accessories,5707,1159,AutoParts Plus Rwanda,NGO,2024-07-19 04:30:38,2024-07-19 05:01:38,2024-07-19 15:44:14,2024-07-19 15:31:21,606,116.6,Completed,1597.96,470.36,0,None
TRP-2410,AST-087,DRV-002,2024-04-06,Tanzania,Dodoma,Kenya,Mombasa,Beverages,Soft drinks,3172,1176,MediSupply Tanzania,Government,2024-04-06 08:00:25,2024-04-06 08:14:25,2024-04-07 03:52:05,2024-04-07 04:03:30,1059,209.3,Completed,570.96,693.0,0,None
TRP-2411,AST-028,DRV-092,2024-06-16,Kenya,Nakuru,Kenya,Nakuru,Agricultural,Grain and cereals,8418,282,HealthCare Solutions Kenya,Wholesale,2024-06-16 05:15:24,2024-06-16 05:56:24,2024-06-16 08:01:25,2024-06-16 10:57:35,129,24.5,Completed,1262.7,81.16,2.9,Road construction
TRP-2412,AST-094,DRV-138,2025-01-18,Tanzania,Mwanza,Rwanda,Cyangugu,Beverages,Bottled water,3443,239,Global Supply Tanzania,Manufacturing,2025-01-18 05:30:47,2025-01-18 06:04:47,2025-01-18 20:50:10,2025-01-18 21:16:04,874,164.1,Completed,619.74,565.79,0,None
TRP-2413,AST-115,DRV-054,2025-01-12,Tanzania,Dar es Salaam,Tanzania,Mwanza,Industrial,Industrial chemicals,721,99,AgriExport Tanzania,E-commerce,2025-01-12 05:45:05,2025-01-12 05:30:05,2025-01-12 13:50:03,2025-01-12 13:36:05,439,87.6,Completed,72.1,279.61,0,None
TRP-2414,AST-105,DRV-043,2025-01-05,Uganda,Mbarara,Uganda,Kampala,Agricultural,Tea leaves,3477,452,Electronics Hub Uganda,NGO,2025-01-05 08:45:11,2025-01-05 09:17:11,2025-01-05 20:31:29,2025-01-05 20:10:21,621,109.9,Completed,521.55,355.25,0,None
TRP-2415,AST-118,DRV-147,2024-01-08,Uganda,Entebbe,Tanzania,Mwanza,Automotive,Car electronics,1477,456,AutoParts Plus Rwanda,NGO,2024-01-08 04:30:06,2024-01-08 05:01:06,2024-01-09 05:08:52,2024-01-09 04:43:27,1228,226.0,Completed,413.56,885.94,0,None
TRP-2416,AST-115,DRV-054,2024-02-14,Tanzania,Mbeya,Tanzania,Dar es Salaam,Electronics,Audio equipment,1179,640,Fashion Retail Kenya,E-commerce,2024-02-14 05:15:05,2024-02-14 05:59:05,2024-02-14 19:16:23,2024-02-14 19:30:58,792,134.9,Completed,412.65,490.76,0,None
TRP-2417,AST-119,DRV-022,2024-12-12,Ethiopia,Dire Dawa,Ethiopia,Dire Dawa,Electronics,Smartphones and tablets,3364,1195,Beverage Distributors Tanzania,NGO,2024-12-12 04:00:41,2024-12-12 04:15:41,2024-12-12 06:58:47,2024-12-12 06:37:17,138,21.8,Completed,1177.4,98.35,0,None
TRP-2418,AST-045,DRV-099,2024-09-11,Ethiopia,Gondar,Ethiopia,Addis Ababa,FMCG,Household cleaning items,3318,62,Industrial Suppliers Kenya,Wholesale,2024-09-11 05:30:21,2024-09-11 06:03:21,2024-09-11 18:54:11,2024-09-11 20:29:10,748,138.5,Completed,829.5,435.9,1.6,Loading delay at origin
TRP-2419,AST-028,DRV-092,2024-09-10,Kenya,Kisumu,Kenya,Nakuru,Electronics,Laptops and computers,8679,317,Beverage Distributors Tanzania,NGO,2024-09-10 04:00:49,2024-09-10 04:23:49,2024-09-10 12:20:20,2024-09-10 12:26:09,394,76.6,Completed,3037.65,235.81,0,None
TRP-2420,AST-031,DRV-013,2024-10-30,Rwanda,Butare,Tanzania,Arusha,FMCG,Packaged foods and beverages,885,345,Electronics Hub Kenya,Retail,2024-10-30 06:45:19,2024-10-30 06:43:19,2024-10-30 16:11:16,2024-10-30 15:50:44,494,78.9,Completed,221.25,338.35,0,None
TRP-2421,AST-103,DRV-125,2024-10-07,Rwanda,Ruhengeri,Ethiopia,Addis Ababa,Beverages,Juice products,7178,432,Supermart Kenya,Healthcare,2024-10-07 05:00:33,2024-10-07 05:04:33,2024-10-08 05:20:45,2024-10-08 05:38:20,1254,215.5,Completed,1292.04,878.56,0,None
TRP-2422,AST-028,DRV-092,2024-12-18,Kenya,Nairobi,Kenya,Mombasa,Construction,Steel and metal products,4284,842,Telecom Solutions Uganda,Government,2024-12-18 04:45:08,2024-12-18 04:56:08,2024-12-18 09:32:13,2024-12-18 09:55:59,299,54.6,Completed,514.08,205.15,0,None
TRP-2423,AST-037,DRV-101,2024-09-15,Kenya,Nairobi,Kenya,Nakuru,Electronics,Home appliances,1633,99,Retail Solutions Kenya,NGO,2024-09-15 08:30:25,2024-09-15 08:56:25,2024-09-15 13:09:58,2024-09-15 17:03:55,244,38.3,Completed,571.55,135.77,3.9,Border customs delay
TRP-2424,AST-077,DRV-018,2024-01-26,Tanzania,Dar es Salaam,Ethiopia,Bahir Dar,Telecommunications,SIM cards,3106,841,FoodDistributors Kenya,Wholesale,2024-01-26 05:30:49,2024-01-26 05:33:49,2024-01-26 19:44:03,2024-01-26 19:33:20,729,121.9,Completed,1242.4,496.19,0,None
TRP-2425,AST-040,DRV-070,2024-02-07,Kenya,Nakuru,Kenya,Mombasa,Agricultural,Tea leaves,1075,335,HealthCare Solutions Kenya,Wholesale,2024-02-07 04:45:13,2024-02-07 04:41:13,2024-02-07 13:46:49,2024-02-07 17:11:13,538,105.9,Completed,161.25,396.99,3.4,Documentation issue
TRP-2426,AST-018,DRV-029,2025-02-21,Kenya,Eldoret,Tanzania,Arusha,FMCG,Snacks and confectionery,923,510,Electronics Hub Kenya,Retail,2025-02-21 05:30:33,2025-02-21 05:52:33,2025-02-22 01:16:44,2025-02-22 01:16:55,972,186.0,Completed,230.75,599.16,0,None
TRP-2427,AST-008,DRV-031,2024-06-10,Uganda,Gulu,Uganda,Entebbe,Agricultural,Tea leaves,5330,82,HealthCare Solutions Kenya,Wholesale,2024-06-10 06:00:44,2024-06-10 06:17:44,2024-06-10 11:21:19,2024-06-10 11:12:19,245,44.4,Completed,799.5,159.26,0,None
TRP-2428,AST-076,DRV-041,2024-11-04,Kenya,Eldoret,Kenya,Eldoret,Industrial,Raw materials,701,565,FoodDistributors Ethiopia,Wholesale,2024-11-04 05:15:02,2024-11-04 05:13:02,2024-11-04 07:38:28,2024-11-04 07:45:22,106,20.0,Completed,70.1,74.66,0,None
TRP-2429,AST-004,DRV-078,2024-06-29,Tanzania,Mbeya,Tanzania,Dar es Salaam,Pharmaceuticals,Prescription medications,814,816,Export Corp Ethiopia,Government,2024-06-29 06:45:34,2024-06-29 07:22:34,2024-06-29 19:38:35,2024-06-29 22:15:07,757,142.3,Completed,976.8,523.55,2.6,Fuel shortage
TRP-2430,AST-037,DRV-101,2024-05-23,Kenya,Eldoret,Kenya,Kisumu,Industrial,Manufacturing machinery,1666,282,Export Corp Tanzania,Retail,2024-05-23 04:00:31,2024-05-23 04:31:31,2024-05-23 10:29:11,2024-05-23 10:53:27,371,58.0,Completed,166.6,186.12,0,None
TRP-2431,AST-022,DRV-140,2025-02-24,Rwanda,Ruhengeri,Rwanda,Kigali,Electronics,Laptops and computers,6333,953,Electronics Hub Kenya,Retail,2025-02-24 08:45:43,2025-02-24 08:42:43,2025-02-24 18:20:03,2025-02-24 18:29:05,516,96.2,Completed,2216.55,336.0,0,None
TRP-2432,AST-109,DRV-047,2024-06-13,Kenya,Kisumu,Kenya,Eldoret,Automotive,Vehicle parts and accessories,3377,374,Fashion Retail Kenya,E-commerce,2024-06-13 04:00:22,2024-06-13 03:53:22,2024-06-13 08:52:13,2024-06-13 09:04:45,223,35.5,Completed,945.56,120.54,0,None
TRP-2433,AST-041,DRV-044,2024-01-20,Kenya,Mombasa,Kenya,Kisumu,Electronics,Audio equipment,6986,1049,Beverage Distributors Tanzania,NGO,2024-01-20 05:15:00,2024-01-20 05:22:00,2024-01-20 15:29:14,2024-01-20 15:01:31,467,74.7,Completed,2445.1,276.81,0,None
TRP-2434,AST-097,DRV-130,2024-02-26,Kenya,Mombasa,Rwanda,Kigali,Automotive,Tires and batteries,3963,634,Telecom Solutions Uganda,NGO,2024-02-26 08:15:17,2024-02-26 08:31:17,2024-02-27 04:54:43,2024-02-27 05:15:05,1359,222.2,Completed,1109.64,870.19,0,None
TRP-2435,AST-041,DRV-044,2025-02-23,Kenya,Kisumu,Rwanda,Ruhengeri,Electronics,Home appliances,6522,436,Electronics Hub Kenya,Retail,2025-02-23 06:15:14,2025-02-23 06:16:14,2025-02-23 12:54:53,2025-02-23 16:06:06,422,73.2,Completed,2282.7,250.39,3.2,Fuel shortage
TRP-2436,AST-082,DRV-047,2024-08-28,Kenya,Mombasa,Kenya,Mombasa,FMCG,Household cleaning items,3130,342,Telecom Solutions Uganda,Government,2024-08-28 05:00:27,2024-08-28 04:48:27,2024-08-28 05:59:46,2024-08-28 05:30:12,52,8.8,Completed,782.5,33.03,0,None
TRP-2437,AST-048,DRV-034,2024-01-07,Kenya,Eldoret,Kenya,Nakuru,Pharmaceuticals,Medical supplies and vaccines,4830,566,Electronics Hub Tanzania,Retail,2024-01-07 06:15:51,2024-01-07 07:00:51,2024-01-07 16:58:13,2024-01-07 19:49:59,512,86.0,Completed,5796.0,303.67,2.9,Road construction
TRP-2438,AST-080,DRV-129,2024-06-30,Rwanda,Butare,Tanzania,Mbeya,Telecommunications,Mobile phones,610,527,AutoParts Plus Rwanda,Manufacturing,2024-06-30 08:30:59,2024-06-30 08:58:59,2024-06-30 18:17:02,2024-06-30 18:16:28,574,92.8,Completed,244.0,410.72,0,None
TRP-2439,AST-048,DRV-034,2024-03-03,Kenya,Kisumu,Kenya,Mombasa,Telecommunications,Cables and accessories,6462,489,HealthCare Solutions Kenya,E-commerce,2024-03-03 05:00:54,2024-03-03 04:58:54,2024-03-03 17:18:17,2024-03-03 21:03:39,654,114.3,Completed,2584.8,378.27,3.8,Vehicle maintenance issue
TRP-2440,AST-088,DRV-049,2024-03-12,Ethiopia,Mekele,Ethiopia,Gondar,Construction,Plumbing supplies,3808,419,MediSupply Tanzania,Government,2024-03-12 08:00:50,2024-03-12 07:55:50,2024-03-12 19:32:38,2024-03-12 21:03:19,575,99.9,Completed,456.96,394.66,1.5,Traffic congestion
TRP-2441,AST-096,DRV-005,2025-01-08,Rwanda,Kigali,Rwanda,Cyangugu,Telecommunications,Network equipment,3590,1049,AgriExport Kenya,NGO,2025-01-08 04:30:08,2025-01-08 04:57:08,2025-01-08 19:09:07,2025-01-08 20:25:44,792,123.3,Completed,1436.0,420.04,1.3,Security checkpoint
TRP-2442,AST-022,DRV-140,2024-03-14,Rwanda,Ruhengeri,Rwanda,Kigali,Textiles,Fashion accessories,3785,493,Electronics Hub Tanzania,NGO,2024-03-14 07:15:02,2024-03-14 07:50:02,2024-03-14 16:22:12,2024-03-14 19:14:50,466,76.0,Completed,832.7,284.51,2.9,Documentation issue
TRP-2443,AST-012,DRV-065,2024-05-28,Tanzania,Arusha,Tanzania,Arusha,Beverages,Juice products,1152,165,Trade Partners Rwanda,Healthcare,2024-05-28 08:15:02,2024-05-28 08:09:02,2024-05-28 11:16:50,2024-05-28 11:23:59,82,14.5,Completed,207.36,52.34,0,None
TRP-2444,AST-044,DRV-001,2024-07-06,Uganda,Kampala,Uganda,Mbarara,Pharmaceuticals,Diagnostic supplies,3585,976,Industrial Suppliers Uganda,Manufacturing,2024-07-06 07:30:33,2024-07-06 08:09:33,2024-07-06 17:22:07,2024-07-06 17:51:52,582,115.8,Completed,4302.0,350.61,0,None
TRP-2445,AST-096,DRV-005,2024-04-26,Rwanda,Butare,Rwanda,Butare,Construction,Steel and metal products,3126,420,HealthCare Solutions Rwanda,Healthcare,2024-04-26 07:15:45,2024-04-26 07:03:45,2024-04-26 08:43:15,2024-04-26 08:49:43,87,15.8,Completed,375.12,46.45,0,None
TRP-2446,AST-034,DRV-099,2024-03-28,Ethiopia,Gondar,Ethiopia,Dire Dawa,FMCG,Packaged foods and beverages,7102,785,Construction Supplies Kenya,Manufacturing,2024-03-28 07:30:07,2024-03-28 07:45:07,2024-03-28 17:57:14,2024-03-28 17:50:59,527,91.9,Completed,1775.5,292.48,0,None
TRP-2447,AST-063,DRV-133,2024-07-23,Tanzania,Arusha,Tanzania,Mbeya,Industrial,Processing equipment,1482,57,Industrial Suppliers Tanzania,Retail,2024-07-23 08:15:10,2024-07-23 08:17:10,2024-07-23 15:39:50,2024-07-23 15:26:37,416,67.0,Completed,148.2,233.61,0,None
TRP-2448,AST-016,DRV-056,2024-04-22,Uganda,Jinja,Tanzania,Dar es Salaam,Construction,Plumbing supplies,5243,903,Telecom Solutions Tanzania,E-commerce,2024-04-22 07:00:21,2024-04-22 07:18:21,2024-04-23 02:49:26,2024-04-23 02:28:55,1247,222.1,Completed,629.16,694.86,0,None
